partida_id,rodada,data,hora,mandante,visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado
6692,19,2019-09-15,16:02:00,Bahia,Fortaleza,R. Machado Marques,J. Mannarino,-,Itaipava Arena Fonte Nova,1,1,BA,CE
6693,19,2019-09-15,16:00:00,Gremio,Goias,Renato Gaúcho,N. da Silveira Júnior,Gremio,Arena do Grêmio,3,0,RS,GO
6694,19,2019-09-15,16:00:00,Fluminense,Corinthians,O. de Oliveira Filho,F. Carille,Fluminense,Estádio Nacional de Brasília,1,0,RJ,SP
6695,19,2019-09-15,19:01:00,Sao Paulo,CSA,A. Stival,A. Fucks,-, Morumbi,1,1,SP,AL
6696,20,2019-09-21,11:01:00,Botafogo-RJ,Sao Paulo,E. de Souza Barroca,A. Stival,Sao Paulo,Estádio Nilton Santos,1,2,RJ,SP
6697,20,2019-09-21,17:00:00,Cruzeiro,Flamengo,R. Ceni,J. Pinheiro de Jesus,Flamengo, Mineirão,1,2,MG,RJ
6698,20,2019-09-21,19:03:00,Corinthians,Bahia,F. Carille,R. Machado Marques,Corinthians,Neo Química Arena,2,1,SP,BA
6699,20,2019-09-21,21:00:00,Santos,Gremio,J. Sampaoli Moya,Renato Gaúcho,Gremio,Estádio Urbano Caldeira,0,3,SP,RS
6700,20,2019-09-22,11:00:00,Internacional,Chapecoense,O. Hellmann,M. dos Santos Gonçalves,Internacional,Estádio José Pinheiro Borda,1,0,RS,SC
6701,20,2019-09-22,16:00:00,Fortaleza,Palmeiras,J. Mannarino,L. Venker de Menezes,Palmeiras,Arena Castelão,0,1,CE,SP
6702,20,2019-09-22,16:01:00,CSA,Ceara,A. Fucks,E. Alves Moreira,CSA,Estádio Rei Pelé,1,0,AL,CE
6703,20,2019-09-22,14:14:00,Vasco,Athletico-PR,V. Luxemburgo da Silva,T. Retzalff Nunes,-,Estádio Vasco da Gama,1,1,RJ,PR
6704,20,2019-09-22,19:00:00,Goias,Fluminense,N. da Silveira Júnior,O. de Oliveira Filho,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),3,0,GO,RJ
6705,20,2019-09-23,20:00:00,Avai,Atletico-MG,A. Valentim do Carmo Neto,R. Marques Santana,Avai,  Ressacada,1,0,SC,MG
6706,21,2019-09-25,19:30:00,Ceara,Cruzeiro,E. Alves Moreira,R. Ceni,-,Arena Castelão,0,0,CE,MG
6707,21,2019-09-25,21:30:00,Bahia,Botafogo-RJ,R. Machado Marques,E. de Souza Barroca,Bahia,Itaipava Arena Fonte Nova,2,0,BA,RJ
6708,21,2019-09-25,21:30:00,Flamengo,Internacional,J. Pinheiro de Jesus,O. Hellmann,Flamengo, Maracanã,3,1,RJ,RS
6709,21,2019-09-25,21:31:00,Sao Paulo,Goias,A. Stival,N. da Silveira Júnior,Goias, Morumbi,0,1,SP,GO
6710,21,2019-09-26,19:15:00,Palmeiras,CSA,L. Venker de Menezes,A. Fucks,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,6,2,SP,AL
6711,21,2019-09-26,20:00:00,Fluminense,Santos,O. de Oliveira Filho,J. Sampaoli Moya,-, Maracanã,1,1,RJ,SP
6712,21,2019-09-26,20:00:00,Gremio,Avai,Renato Gaúcho,A. Valentim do Carmo Neto,Gremio,Arena do Grêmio,6,1,RS,SC
6713,21,2019-09-26,21:31:00,Athletico-PR,Fortaleza,T. Retzalff Nunes,J. Mannarino,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,CE
6716,22,2019-09-28,19:00:00,Flamengo,Sao Paulo,J. Pinheiro de Jesus,F. Diniz Silva,-, Maracanã,0,0,RJ,SP
6717,22,2019-09-29,11:03:00,Corinthians,Vasco,F. Carille,V. Luxemburgo da Silva,Corinthians,Neo Química Arena,1,0,SP,RJ
6718,22,2019-09-29,16:00:00,Santos,CSA,J. Sampaoli Moya,A. Fucks,Santos,Estádio Urbano Caldeira,2,0,SP,AL
6719,22,2019-09-29,16:00:00,Internacional,Palmeiras,O. Hellmann,L. Venker de Menezes,-,Estádio José Pinheiro Borda,1,1,RS,SP
6720,22,2019-09-29,16:00:00,Fluminense,Gremio,M. de Oliveira,Renato Gaúcho,Fluminense, Maracanã,2,1,RJ,RS
6721,22,2019-09-29,15:11:00,Athletico-PR,Chapecoense,T. Retzalff Nunes,M. dos Santos Gonçalves,-,Estádio Joaquim Américo Guimarães,1,1,PR,SC
6722,22,2019-09-29,19:01:00,Atletico-MG,Ceara,R. Marques Santana,E. Alves Moreira,Atletico-MG,Estádio Raimundo Sampaio,2,1,MG,CE
6723,22,2019-09-30,20:00:00,Avai,Bahia,A. Valentim do Carmo Neto,R. Machado Marques,Bahia,  Ressacada,0,2,SC,BA
6724,22,2019-09-30,20:00:00,Fortaleza,Botafogo-RJ,R. Ceni,E. de Souza Barroca,Fortaleza,Arena Castelão,1,0,CE,RJ
6725,22,2019-09-30,20:01:00,Goias,Cruzeiro,N. da Silveira Júnior,A. da Silva Braga,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,MG
6714,21,2019-10-02,19:15:00,Atletico-MG,Vasco,R. Marques Santana,V. Luxemburgo da Silva,Vasco,Estádio Raimundo Sampaio,1,2,MG,RJ
6715,21,2019-10-02,19:16:00,Chapecoense,Corinthians,M. dos Santos Gonçalves,F. Carille,Corinthians,Arena Condá,0,1,SC,SP
6726,23,2019-10-05,17:00:00,Vasco,Santos,V. Luxemburgo da Silva,J. Sampaoli Moya,Santos,Estádio Vasco da Gama,0,1,RJ,SP
6727,23,2019-10-05,17:02:00,Sao Paulo,Fortaleza,F. Diniz Silva,R. Ceni,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,CE
6728,23,2019-10-05,19:00:00,Gremio,Corinthians,Renato Gaúcho,F. Carille,-,Arena do Grêmio,0,0,RS,SP
6729,23,2019-10-05,19:02:00,Bahia,Athletico-PR,R. Machado Marques,T. Retzalff Nunes,Athletico-PR,Itaipava Arena Fonte Nova,1,2,BA,PR
6730,23,2019-10-05,21:00:00,Cruzeiro,Internacional,A. da Silva Braga,O. Hellmann,-, Mineirão,1,1,MG,RS
6731,23,2019-10-06,11:01:00,Chapecoense,Flamengo,M. dos Santos Gonçalves,J. Pinheiro de Jesus,Flamengo,Arena Condá,0,1,SC,RJ
6732,23,2019-10-06,16:01:00,Ceara,Goias,A. Batista,N. da Silveira Júnior,Goias,Arena Castelão,0,1,CE,GO
6733,23,2019-10-06,16:00:00,Palmeiras,Atletico-MG,L. Venker de Menezes,R. Marques Santana,-,Allianz Parque,1,1,SP,MG
6734,23,2019-10-06,16:00:00,Botafogo-RJ,Fluminense,E. de Souza Barroca,M. de Oliveira,Fluminense,Estádio Nilton Santos,0,1,RJ,RJ
6735,23,2019-10-06,19:00:00,CSA,Avai,A. Fucks,A. Valentim do Carmo Neto,CSA,Estádio Rei Pelé,3,1,AL,SC
6736,24,2019-10-09,19:16:00,CSA,Internacional,A. Fucks,O. Hellmann,CSA,Estádio Rei Pelé,1,0,AL,RS
6737,24,2019-10-09,19:15:00,Botafogo-RJ,Goias,B. Lazaroni,N. da Silveira Júnior,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,GO
6738,24,2019-10-09,20:31:00,Fortaleza,Chapecoense,R. Ceni,M. dos Santos Gonçalves,Fortaleza,Arena Castelão,2,0,CE,SC
6739,24,2019-10-09,21:01:00,Bahia,Sao Paulo,R. Machado Marques,F. Diniz Silva,-,Itaipava Arena Fonte Nova,0,0,BA,SP
6740,24,2019-10-09,21:00:00,Gremio,Ceara,Renato Gaúcho,A. Batista,Gremio,Estádio Francisco Stédile (Centenário),2,1,RS,CE
6741,24,2019-10-09,21:30:00,Cruzeiro,Fluminense,A. da Silva Braga,M. de Oliveira,-, Mineirão,0,0,MG,RJ
6742,24,2019-10-09,21:30:00,Santos,Palmeiras,J. Sampaoli Moya,L. Venker de Menezes,Santos,Estádio Urbano Caldeira,2,0,SP,SP
6743,24,2019-10-10,15:24:00,Corinthians,Athletico-PR,F. Carille,T. Retzalff Nunes,-,Neo Química Arena,2,2,SP,PR
6744,24,2019-10-10,19:19:00,Avai,Vasco,A. Valentim do Carmo Neto,V. Luxemburgo da Silva,-,  Ressacada,0,0,SC,RJ
6745,24,2019-10-10,20:00:00,Flamengo,Atletico-MG,J. Pinheiro de Jesus,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,MG
6746,25,2019-10-12,17:01:00,Goias,CSA,N. da Silveira Júnior,A. Fucks,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,AL
6747,25,2019-10-12,19:00:00,Fluminense,Bahia,M. de Oliveira,R. Machado Marques,Fluminense, Maracanã,2,0,RJ,BA
6748,25,2019-10-12,21:00:00,Palmeiras,Botafogo-RJ,L. Venker de Menezes,B. Lazaroni,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,1,0,SP,RJ
6749,25,2019-10-13,16:00:00,Internacional,Santos,R. Colbachini,J. Sampaoli Moya,-,Estádio José Pinheiro Borda,0,0,RS,SP
6750,25,2019-10-13,13:22:00,Athletico-PR,Flamengo,T. Retzalff Nunes,J. Pinheiro de Jesus,Flamengo,Estádio Joaquim Américo Guimarães,0,2,PR,RJ
6751,25,2019-10-13,16:01:00,Ceara,Avai,A. Batista,E. Spinassé Camillato,Ceara,Arena Castelão,1,0,CE,SC
6752,25,2019-10-13,16:00:00,Vasco,Fortaleza,V. Luxemburgo da Silva,R. Ceni,Vasco,Estádio Vasco da Gama,1,0,RJ,CE
6753,25,2019-10-13,18:02:00,Sao Paulo,Corinthians,F. Diniz Silva,F. Carille,Sao Paulo, Morumbi,1,0,SP,SP
6754,25,2019-10-13,19:00:00,Atletico-MG,Gremio,R. Marques Santana,Renato Gaúcho,Gremio,Estádio Raimundo Sampaio,1,4,MG,RS
6755,25,2019-10-13,19:01:00,Chapecoense,Cruzeiro,M. dos Santos Gonçalves,A. da Silva Braga,-,Arena Condá,1,1,SC,MG
6756,26,2019-10-16,19:16:00,CSA,Atletico-MG,A. Fucks,V. Carmo Mancini,-,Estádio Rei Pelé,2,2,AL,MG
6757,26,2019-10-16,19:16:00,Gremio,Bahia,Renato Gaúcho,R. Machado Marques,Bahia,Arena do Grêmio,0,1,RS,BA
6758,26,2019-10-16,20:00:00,Fortaleza,Flamengo,C. A. P. F. Hembert,J. Pinheiro de Jesus,Flamengo,Arena Castelão,1,2,CE,RJ
6759,26,2019-10-16,21:00:00,Cruzeiro,Sao Paulo,A. da Silva Braga,F. Diniz Silva,Cruzeiro, Mineirão,1,0,MG,SP
6760,26,2019-10-16,21:00:00,Palmeiras,Chapecoense,L. Venker de Menezes,M. dos Santos Gonçalves,Palmeiras,Allianz Parque,1,0,SP,SC
6761,26,2019-10-16,21:31:00,Goias,Corinthians,N. da Silveira Júnior,F. Carille,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,SP
6762,26,2019-10-16,21:30:00,Vasco,Botafogo-RJ,V. Luxemburgo da Silva,A. Valentim do Carmo Neto,Vasco,Estádio Vasco da Gama,2,1,RJ,RJ
6763,26,2019-10-17,19:16:00,Avai,Internacional,E. Spinassé Camillato,R. Colbachini,Internacional,  Ressacada,0,2,SC,RS
6764,26,2019-10-17,19:15:00,Santos,Ceara,J. Sampaoli Moya,A. Batista,Santos,Estádio Urbano Caldeira,2,1,SP,CE
6765,26,2019-10-17,11:11:00,Fluminense,Athletico-PR,M. de Oliveira,T. Retzalff Nunes,Athletico-PR, Maracanã,1,2,RJ,PR
6766,27,2019-10-19,17:00:00,Fortaleza,Gremio,R. Ceni,Renato Gaúcho,Fortaleza,Arena Castelão,2,1,CE,RS
6767,27,2019-10-19,19:01:00,Corinthians,Cruzeiro,F. Carille,A. da Silva Braga,Cruzeiro,Neo Química Arena,1,2,SP,MG
6768,27,2019-10-20,16:00:00,Internacional,Vasco,R. Colbachini,V. Luxemburgo da Silva,Vasco,Estádio José Pinheiro Borda,0,1,RS,RJ
6769,27,2019-10-20,16:00:00,Sao Paulo,Avai,F. Diniz Silva,E. Spinassé Camillato,Sao Paulo, Morumbi,1,0,SP,SC
6770,27,2019-10-20,16:00:00,Atletico-MG,Santos,V. Carmo Mancini,J. Sampaoli Moya,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,SP
6771,27,2019-10-20,18:00:00,Flamengo,Fluminense,J. Pinheiro de Jesus,M. de Oliveira,Flamengo, Maracanã,2,0,RJ,RJ
6772,27,2019-10-20,19:00:00,Chapecoense,Goias,M. dos Santos Gonçalves,N. da Silveira Júnior,-,Arena Condá,2,2,SC,GO
6773,27,2019-10-20,19:00:00,Athletico-PR,Palmeiras,T. Retzalff Nunes,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP
6774,27,2019-10-21,19:31:00,Bahia,Ceara,R. Machado Marques,A. Batista,Ceara,Estádio de Pituaçu,1,2,BA,CE
6775,27,2019-10-21,20:00:00,Botafogo-RJ,CSA,A. Valentim do Carmo Neto,A. Fucks,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,AL
6776,28,2019-10-26,17:01:00,Corinthians,Santos,F. Carille,J. Sampaoli Moya,-,Neo Química Arena,0,0,SP,SP
6777,28,2019-10-26,17:03:00,Ceara,Vasco,A. Batista,V. Luxemburgo da Silva,-,Arena Castelão,1,1,CE,RJ
6778,28,2019-10-26,19:02:00,Bahia,Internacional,R. Machado Marques,J. Mannarino,Internacional,Itaipava Arena Fonte Nova,2,3,BA,RS
6779,28,2019-10-26,19:30:00,Fluminense,Chapecoense,M. de Oliveira,M. dos Santos Gonçalves,-, Maracanã,1,1,RJ,SC
6780,28,2019-10-26,11:04:00,Cruzeiro,Fortaleza,A. da Silva Braga,R. Ceni,-, Mineirão,1,1,MG,CE
6781,28,2019-10-27,11:06:00,Athletico-PR,Goias,T. Retzalff Nunes,N. da Silveira Júnior,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,GO
6782,28,2019-10-27,16:00:00,Gremio,Botafogo-RJ,Renato Gaúcho,A. Valentim do Carmo Neto,Gremio,Arena do Grêmio,3,0,RS,RJ
6783,28,2019-10-27,16:01:00,Sao Paulo,Atletico-MG,F. Diniz Silva,V. Carmo Mancini,Sao Paulo, Morumbi,2,0,SP,MG
6784,28,2019-10-27,18:00:00,Avai,Palmeiras,E. Spinassé Camillato,L. Venker de Menezes,Palmeiras,  Ressacada,1,2,SC,SP
6785,28,2019-10-27,19:00:00,Flamengo,CSA,J. Pinheiro de Jesus,A. Fucks,Flamengo, Maracanã,1,0,RJ,AL
6786,29,2019-10-30,19:30:00,Palmeiras,Sao Paulo,L. Venker de Menezes,F. Diniz Silva,Palmeiras,Allianz Parque,3,0,SP,SP
6787,29,2019-10-30,19:31:00,Avai,Fortaleza,E. Spinassé Camillato,R. Ceni,Fortaleza,  Ressacada,1,3,SC,CE
6788,29,2019-10-30,19:30:00,Atletico-MG,Chapecoense,V. Carmo Mancini,M. dos Santos Gonçalves,Chapecoense,Estádio Raimundo Sampaio,0,2,MG,SC
6789,29,2019-10-30,21:31:00,Ceara,Fluminense,A. Batista,M. de Oliveira,Ceara,Arena Castelão,2,0,CE,RJ
6790,29,2019-10-30,21:30:00,Vasco,Gremio,V. Luxemburgo da Silva,Renato Gaúcho,Gremio,Estádio Vasco da Gama,1,3,RJ,RS
6791,29,2019-10-30,21:32:00,CSA,Corinthians,A. Fucks,F. Carille,CSA,Estádio Rei Pelé,2,1,AL,SP
6792,29,2019-10-31,19:15:00,Santos,Bahia,J. Sampaoli Moya,R. Machado Marques,Santos,Estádio Urbano Caldeira,1,0,SP,BA
6793,29,2019-10-31,20:03:00,Goias,Flamengo,N. da Silveira Júnior,J. Pinheiro de Jesus,-,Estádio do Governo do Estado de Goiás (Serra Dourada),2,2,GO,RJ
6794,29,2019-10-31,21:30:00,Internacional,Athletico-PR,J. Mannarino,T. Retzalff Nunes,-,Estádio José Pinheiro Borda,1,1,RS,PR
6795,29,2019-10-31,21:30:00,Botafogo-RJ,Cruzeiro,A. Valentim do Carmo Neto,A. da Silva Braga,Cruzeiro,Estádio Nilton Santos,0,2,RJ,MG
6796,30,2019-11-02,17:01:00,Fortaleza,Atletico-MG,R. Ceni,V. Carmo Mancini,-,Arena Castelão,2,2,CE,MG
6797,30,2019-11-02,19:01:00,Fluminense,Vasco,M. de Oliveira,V. Luxemburgo da Silva,-, Maracanã,0,0,RJ,RJ
6798,30,2019-11-02,19:00:00,Palmeiras,Ceara,L. Venker de Menezes,A. Batista,Palmeiras,Allianz Parque,1,0,SP,CE
6799,30,2019-11-02,21:01:00,Chapecoense,Sao Paulo,M. dos Santos Gonçalves,F. Diniz Silva,Sao Paulo,Arena Condá,0,3,SC,SP
6800,30,2019-11-03,16:00:00,Flamengo,Corinthians,J. Pinheiro de Jesus,F. Carille,Flamengo, Maracanã,4,1,RJ,SP
6801,30,2019-11-03,13:25:00,Athletico-PR,CSA,T. Retzalff Nunes,A. Fucks,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,AL
6802,30,2019-11-03,18:00:00,Gremio,Internacional,Renato Gaúcho,J. Mannarino,Gremio,Arena do Grêmio,2,0,RS,RS
6803,30,2019-11-03,19:00:00,Santos,Botafogo-RJ,J. Sampaoli Moya,A. Valentim do Carmo Neto,Santos,Estádio Urbano Caldeira,4,1,SP,RJ
6804,30,2019-11-03,19:00:00,Cruzeiro,Bahia,A. da Silva Braga,R. Machado Marques,-, Mineirão,1,1,MG,BA
6805,30,2019-11-03,19:31:00,Goias,Avai,N. da Silveira Júnior,E. Spinassé Camillato,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),2,0,GO,SC
6806,31,2019-11-06,19:30:00,Corinthians,Fortaleza,Coelho,R. Ceni,Corinthians,Neo Química Arena,3,2,SP,CE
6807,31,2019-11-06,20:00:00,Atletico-MG,Goias,V. Carmo Mancini,N. da Silveira Júnior,Atletico-MG, Mineirão,2,0,MG,GO
6808,31,2019-11-06,21:00:00,Avai,Santos,E. Spinassé Camillato,J. Sampaoli Moya,Santos,  Ressacada,1,2,SC,SP
6809,31,2019-11-06,13:23:00,Athletico-PR,Cruzeiro,E. de Barros,A. da Silva Braga,-,Estádio Joaquim Américo Guimarães,0,0,PR,MG
6810,31,2019-11-06,21:30:00,Vasco,Palmeiras,V. Luxemburgo da Silva,L. Venker de Menezes,Palmeiras,Estádio Vasco da Gama,1,2,RJ,SP
6811,31,2019-11-06,21:30:00,Bahia,Chapecoense,R. Machado Marques,M. dos Santos Gonçalves,-,Itaipava Arena Fonte Nova,1,1,BA,SC
6812,31,2019-11-07,19:30:00,Ceara,Internacional,A. Batista,J. Mannarino,Ceara,Arena Castelão,2,0,CE,RS
6813,31,2019-11-07,19:35:00,Sao Paulo,Fluminense,F. Diniz Silva,M. de Oliveira,Fluminense, Morumbi,0,2,SP,RJ
6814,31,2019-11-07,20:00:00,Botafogo-RJ,Flamengo,A. Valentim do Carmo Neto,J. Pinheiro de Jesus,Flamengo,Estádio Nilton Santos,0,1,RJ,RJ
6815,31,2019-11-07,21:00:00,Gremio,CSA,Renato Gaúcho,A. Fucks,Gremio,Arena do Grêmio,2,1,RS,AL
6816,32,2019-11-09,17:02:00,Goias,Santos,N. da Silveira Júnior,J. Sampaoli Moya,Santos,Estádio do Governo do Estado de Goiás (Serra Dourada),0,3,GO,SP
6817,32,2019-11-09,19:00:00,Palmeiras,Corinthians,L. Venker de Menezes,Coelho,-,Estádio Municipal Paulo Machado de Carvalho,1,1,SP,SP
6818,32,2019-11-10,16:00:00,Internacional,Fluminense,J. Mannarino,M. de Oliveira,Internacional,Estádio José Pinheiro Borda,2,1,RS,RJ
6819,32,2019-11-10,16:00:00,Cruzeiro,Atletico-MG,A. da Silva Braga,V. Carmo Mancini,-, Mineirão,0,0,MG,MG
6820,32,2019-11-10,12:01:00,Sao Paulo,Athletico-PR,F. Diniz Silva,E. de Barros,Athletico-PR, Morumbi,0,1,SP,PR
6821,32,2019-11-10,18:00:00,Flamengo,Bahia,J. Pires de Deus,R. Machado Marques,Flamengo, Maracanã,3,1,RJ,BA
6822,32,2019-11-10,19:00:00,Chapecoense,Gremio,M. dos Santos Gonçalves,Renato Gaúcho,Gremio,Arena Condá,0,1,SC,RS
6823,32,2019-11-10,19:01:00,Fortaleza,Ceara,R. Ceni,A. Batista,Fortaleza,Arena Castelão,1,0,CE,CE
6824,32,2019-11-10,19:01:00,CSA,Vasco,A. Fucks,V. Luxemburgo da Silva,Vasco,Estádio Rei Pelé,0,3,AL,RJ
6825,32,2019-11-11,20:00:00,Botafogo-RJ,Avai,A. Valentim do Carmo Neto,E. Spinassé Camillato,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,SC
6826,34,2019-11-13,21:30:00,Flamengo,Vasco,J. Pinheiro de Jesus,V. Luxemburgo da Silva,-, Maracanã,4,4,RJ,RJ
6836,33,2019-11-16,17:00:00,Santos,Sao Paulo,J. Sampaoli Moya,F. Diniz Silva,-,Estádio Urbano Caldeira,1,1,SP,SP
6837,33,2019-11-16,19:00:00,Fluminense,Atletico-MG,M. de Oliveira,V. Carmo Mancini,-, Maracanã,1,1,RJ,MG
6838,33,2019-11-17,16:00:00,Gremio,Flamengo,Renato Gaúcho,J. Pinheiro de Jesus,Flamengo,Arena do Grêmio,0,1,RS,RJ
6839,33,2019-11-17,16:01:00,Bahia,Palmeiras,R. Machado Marques,L. Venker de Menezes,-,Itaipava Arena Fonte Nova,1,1,BA,SP
6840,33,2019-11-17,18:00:00,Chapecoense,Ceara,M. dos Santos Gonçalves,A. Batista,Chapecoense,Arena Condá,1,0,SC,CE
6841,33,2019-11-17,12:06:00,Athletico-PR,Botafogo-RJ,E. de Barros,A. Valentim do Carmo Neto,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,RJ
6842,33,2019-11-17,18:00:00,Corinthians,Internacional,Coelho,J. Mannarino,-,Neo Química Arena,0,0,SP,RS
6843,33,2019-11-17,19:02:00,Fortaleza,CSA,R. Ceni,A. Fucks,Fortaleza,Arena Castelão,3,0,CE,AL
6844,33,2019-11-18,19:33:00,Vasco,Goias,V. Luxemburgo da Silva,N. da Silveira Júnior,-,Estádio Vasco da Gama,1,1,RJ,GO
6845,33,2019-11-18,20:00:00,Cruzeiro,Avai,A. da Silva Braga,E. Spinassé Camillato,-, Mineirão,0,0,MG,SC
6827,34,2019-11-23,21:01:00,Santos,Cruzeiro,J. Sampaoli Moya,A. da Silva Braga,Santos,Estádio Urbano Caldeira,4,1,SP,MG
6828,34,2019-11-24,16:00:00,Palmeiras,Gremio,L. Venker de Menezes,Renato Gaúcho,Gremio,Allianz Parque,1,2,SP,RS
6829,34,2019-11-24,14:12:00,Atletico-MG,Athletico-PR,V. Carmo Mancini,E. de Barros,Athletico-PR, Mineirão,0,1,MG,PR
6830,34,2019-11-24,16:02:00,Goias,Bahia,N. da Silveira Júnior,R. Machado Marques,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),4,3,GO,BA
6831,34,2019-11-24,18:00:00,Botafogo-RJ,Corinthians,A. Valentim do Carmo Neto,Coelho,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,SP
6832,34,2019-11-24,19:02:00,Ceara,Sao Paulo,A. Batista,F. Diniz Silva,-,Arena Castelão,1,1,CE,SP
6833,34,2019-11-24,19:00:00,Internacional,Fortaleza,J. Mannarino,R. Ceni,-,Estádio José Pinheiro Borda,2,2,RS,CE
6834,34,2019-11-24,19:00:00,Avai,Chapecoense,E. Spinassé Camillato,M. dos Santos Gonçalves,Chapecoense,  Ressacada,0,1,SC,SC
6835,34,2019-11-25,20:00:00,CSA,Fluminense,A. Fucks,M. de Oliveira,Fluminense,Estádio Rei Pelé,0,1,AL,RJ
6846,35,2019-11-27,19:30:00,Internacional,Goias,J. Mannarino,N. da Silveira Júnior,Goias,Estádio José Pinheiro Borda,1,2,RS,GO
6847,35,2019-11-27,19:30:00,Chapecoense,Botafogo-RJ,M. dos Santos Gonçalves,A. Valentim do Carmo Neto,Botafogo-RJ,Arena Condá,0,1,SC,RJ
6848,35,2019-11-27,21:02:00,Bahia,Atletico-MG,R. Machado Marques,V. Carmo Mancini,-,Itaipava Arena Fonte Nova,1,1,BA,MG
6849,35,2019-11-27,19:51:00,Athletico-PR,Gremio,E. de Barros,Renato Gaúcho,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,RS
6850,35,2019-11-27,21:31:00,Flamengo,Ceara,J. Pinheiro de Jesus,A. Batista,Flamengo, Maracanã,4,1,RJ,CE
6851,35,2019-11-27,21:30:00,Corinthians,Avai,Coelho,E. Spinassé Camillato,Corinthians,Neo Química Arena,3,0,SP,SC
6852,35,2019-11-28,19:30:00,Fluminense,Palmeiras,M. de Oliveira,L. Venker de Menezes,Fluminense, Maracanã,1,0,RJ,SP
6853,35,2019-11-28,20:01:00,Fortaleza,Santos,R. Ceni,J. Sampaoli Moya,Fortaleza,Arena Castelão,2,1,CE,SP
6854,35,2019-11-28,20:31:00,Sao Paulo,Vasco,F. Diniz Silva,V. Luxemburgo da Silva,Sao Paulo, Morumbi,1,0,SP,RJ
6855,35,2019-11-28,21:30:00,Cruzeiro,CSA,A. da Silva Braga,A. Fucks,CSA, Mineirão,0,1,MG,AL
6856,36,2019-11-30,19:00:00,Botafogo-RJ,Internacional,A. Valentim do Carmo Neto,J. Mannarino,Internacional,Estádio Nilton Santos,0,1,RJ,RS
6857,36,2019-11-30,19:00:00,Ceara,Athletico-PR,A. Fucks,E. de Barros,-,Arena Castelão,1,1,CE,PR
6858,36,2019-12-01,16:01:00,Avai,Fluminense,E. Spinassé Camillato,M. de Oliveira,-,  Ressacada,1,1,SC,RJ
6859,36,2019-12-01,15:59:00,Palmeiras,Flamengo,L. Venker de Menezes,J. Pinheiro de Jesus,Flamengo,Allianz Parque,1,3,SP,RJ
6860,36,2019-12-01,16:02:00,Goias,Fortaleza,N. da Silveira Júnior,R. Ceni,Fortaleza,Estádio do Governo do Estado de Goiás (Serra Dourada),1,2,GO,CE
6861,36,2019-12-01,17:58:00,CSA,Bahia,G. Santos Vasconcelo,R. Machado Marques,Bahia,Estádio Rei Pelé,1,2,AL,BA
6862,36,2019-12-01,18:00:00,Atletico-MG,Corinthians,V. Carmo Mancini,Coelho,Atletico-MG,Estádio Raimundo Sampaio,2,1,MG,SP
6863,36,2019-12-01,19:00:00,Santos,Chapecoense,J. Sampaoli Moya,M. dos Santos Gonçalves,Santos,Estádio Urbano Caldeira,2,0,SP,SC
6864,36,2019-12-01,19:00:00,Gremio,Sao Paulo,Renato Gaúcho,F. Diniz Silva,Gremio,Arena do Grêmio,3,0,RS,SP
6865,36,2019-12-02,20:01:00,Vasco,Cruzeiro,V. Luxemburgo da Silva,A. Batista,Vasco,Estádio Vasco da Gama,1,0,RJ,MG
6866,37,2019-12-04,19:01:00,Athletico-PR,Santos,E. de Barros,J. Sampaoli Moya,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SP
6867,37,2019-12-04,19:31:00,Ceara,Corinthians,A. Fucks,Coelho,Corinthians,Arena Castelão,0,1,CE,SP
6868,37,2019-12-04,19:30:00,Atletico-MG,Botafogo-RJ,V. Carmo Mancini,A. Valentim do Carmo Neto,Atletico-MG, Mineirão,2,0,MG,RJ
6869,37,2019-12-04,21:00:00,Chapecoense,CSA,M. dos Santos Gonçalves,G. Santos Vasconcelo,Chapecoense,Arena Condá,3,0,SC,AL
6870,37,2019-12-04,21:30:00,Fluminense,Fortaleza,M. de Oliveira,R. Ceni,-, Maracanã,0,0,RJ,CE
