partida_id,rodada,data,hora,mandante,visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado
4987,1,2015-05-09,18:32:00,Chapecoense,Coritiba,V. Eutrópio,M. dos Santos Gonçalves,Chapecoense,Arena Condá,2,1,SC,PR
4988,1,2015-05-09,18:33:00,Palmeiras,Atletico-MG,O. de Oliveira Filho,L. Culpi,-,Allianz Parque,2,2,SP,MG
4989,1,2015-05-09,21:00:00,Fluminense,Joinville,S. Drubscky de Campos,H. Maria,Fluminense, Maracanã,1,0,RJ,SC
4990,1,2015-05-10,11:00:00,Gremio,Ponte Preta,L. Scolari,A. Ferreira,-,Arena do Grêmio,3,3,RS,SP
4991,1,2015-05-10,16:00:00,Athletico-PR,Internacional,M. Mendes,D. Aguirre Camblor,Athletico-PR,Estádio Joaquim Américo Guimarães,3,0,PR,RS
4992,1,2015-05-10,16:02:00,Sao Paulo,Flamengo,M. Cruz,V. Luxemburgo da Silva,Sao Paulo, Morumbi,2,1,SP,RJ
4993,1,2015-05-10,15:59:00,Cruzeiro,Corinthians,M. de Oliveira Santos,A. Bacchi,Corinthians,Arena Pantanal,0,1,MG,SP
4994,1,2015-05-10,15:59:00,Sport,Figueirense,E. Baptista,A. Fucks,Sport,Adelmar da Costa Carvalho,4,1,PE,SC
4995,1,2015-05-10,18:34:00,Avai,Santos,G. Kleina,M. Fernandes,-,  Ressacada,1,1,SC,SP
4996,1,2015-05-10,18:29:00,Vasco,Goias,D. Ghidoni Junior,H. Pinto dos Anjos,-,Estádio Vasco da Gama,0,0,RJ,GO
4997,2,2015-05-16,18:29:00,Goias,Athletico-PR,H. Pinto dos Anjos,M. Mendes,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),2,0,GO,PR
4998,2,2015-05-16,18:33:00,Coritiba,Gremio,M. dos Santos Gonçalves,L. Scolari,Coritiba, Couto Pereira,2,0,PR,RS
4999,2,2015-05-16,21:02:00,Corinthians,Chapecoense,A. Bacchi,V. Eutrópio,Corinthians,Estádio Doutor Adhemar de Barros,1,0,SP,SC
5000,2,2015-05-17,11:03:00,Figueirense,Vasco,A. Fucks,D. Ghidoni Junior,-, Orlando Scarpelli,0,0,SC,RJ
5001,2,2015-05-17,16:01:00,Atletico-MG,Fluminense,L. Culpi,S. Drubscky de Campos,Atletico-MG,Estádio Nacional de Brasília,4,1,MG,RJ
5002,2,2015-05-17,16:02:00,Flamengo,Sport,V. Luxemburgo da Silva,E. Baptista,-, Maracanã,2,2,RJ,PE
5003,2,2015-05-17,16:02:00,Santos,Cruzeiro,M. Fernandes,M. de Oliveira Santos,Santos,Estádio Urbano Caldeira,1,0,SP,MG
5004,2,2015-05-17,18:31:00,Joinville,Palmeiras,H. Maria,O. de Oliveira Filho,-,Arena Joinville,0,0,SC,SP
5005,2,2015-05-17,18:33:00,Ponte Preta,Sao Paulo,A. Ferreira,M. Cruz,Ponte Preta, Moisés Lucarelli,1,0,SP,SP
5006,2,2015-05-17,18:30:00,Internacional,Avai,D. Aguirre Camblor,G. Kleina,Internacional,Estádio José Pinheiro Borda,1,0,RS,SC
5007,3,2015-05-23,18:33:00,Sao Paulo,Joinville,M. Cruz,H. Maria,Sao Paulo, Morumbi,3,0,SP,SC
5008,3,2015-05-23,18:31:00,Vasco,Internacional,D. Ghidoni Junior,D. Aguirre Camblor,-,Estádio Vasco da Gama,1,1,RJ,RS
5009,3,2015-05-23,21:00:00,Gremio,Figueirense,J. Freitas,A. Fucks,Gremio,Arena do Grêmio,1,0,RS,SC
5010,3,2015-05-24,11:02:00,Palmeiras,Goias,O. de Oliveira Filho,H. Pinto dos Anjos,Goias,Allianz Parque,0,1,SP,GO
5011,3,2015-05-24,16:00:00,Chapecoense,Santos,V. Eutrópio,M. Fernandes,Chapecoense,Arena Condá,1,0,SC,SP
5012,3,2015-05-24,16:00:00,Athletico-PR,Atletico-MG,M. Mendes,L. Culpi,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,MG
5013,3,2015-05-24,16:00:00,Fluminense,Corinthians,E. Alves Moreira,A. Bacchi,-, Maracanã,0,0,RJ,SP
5014,3,2015-05-24,16:02:00,Avai,Flamengo,G. Kleina,V. Luxemburgo da Silva,Avai,  Ressacada,2,1,SC,RJ
5015,3,2015-05-24,18:30:00,Cruzeiro,Ponte Preta,M. de Oliveira Santos,A. Ferreira,-, Mineirão,1,1,MG,SP
5016,3,2015-05-24,18:31:00,Sport,Coritiba,E. Baptista,M. dos Santos Gonçalves,Sport,Adelmar da Costa Carvalho,1,0,PE,PR
5017,4,2015-05-30,18:30:00,Ponte Preta,Chapecoense,A. Ferreira,V. Eutrópio,Ponte Preta, Moisés Lucarelli,3,1,SP,SC
5018,4,2015-05-30,18:32:00,Coritiba,Avai,M. dos Santos Gonçalves,G. Kleina,Avai, Couto Pereira,1,2,PR,SC
5019,4,2015-05-30,21:00:00,Joinville,Athletico-PR,H. Maria,M. Mendes,Athletico-PR,Arena Joinville,1,2,SC,PR
5020,4,2015-05-31,10:59:00,Santos,Sport,M. Fernandes,E. Baptista,-,Estádio Urbano Caldeira,2,2,SP,PE
5021,4,2015-05-31,16:00:00,Goias,Gremio,H. Pinto dos Anjos,R. Machado Marques,-,Estádio do Governo do Estado de Goiás (Serra Dourada),1,1,GO,RS
5022,4,2015-05-31,15:59:00,Atletico-MG,Vasco,L. Culpi,D. Ghidoni Junior,Atletico-MG,Estádio Raimundo Sampaio,3,0,MG,RJ
5023,4,2015-05-31,16:03:00,Corinthians,Palmeiras,A. Bacchi,O. de Oliveira Filho,Palmeiras,Neo Química Arena,0,2,SP,SP
5024,4,2015-05-31,16:01:00,Internacional,Sao Paulo,D. Aguirre Camblor,J. Osorio,-,Estádio José Pinheiro Borda,0,0,RS,SP
5025,4,2015-05-31,18:29:00,Flamengo,Fluminense,C. Borges dos Santos,E. Alves Moreira,Fluminense, Maracanã,2,3,RJ,RJ
5026,4,2015-05-31,18:31:00,Figueirense,Cruzeiro,A. Fucks,M. de Oliveira Santos,Figueirense, Orlando Scarpelli,2,1,SC,MG
5027,5,2015-06-03,19:31:00,Athletico-PR,Figueirense,M. Mendes,A. Fucks,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SC
5028,5,2015-06-03,19:32:00,Vasco,Ponte Preta,D. Ghidoni Junior,A. Ferreira,Ponte Preta,Estádio Vasco da Gama,0,3,RJ,SP
5029,5,2015-06-03,19:32:00,Chapecoense,Joinville,V. Eutrópio,H. Maria,Chapecoense,Arena Condá,2,0,SC,SC
5030,5,2015-06-03,21:02:00,Sao Paulo,Santos,J. Osorio,M. Fernandes,Sao Paulo, Morumbi,3,2,SP,SP
5031,5,2015-06-03,22:01:00,Cruzeiro,Flamengo,V. Luxemburgo da Silva,C. Borges dos Santos,Cruzeiro, Mineirão,1,0,MG,RJ
5032,5,2015-06-03,22:00:00,Avai,Atletico-MG,G. Kleina,L. Culpi,Atletico-MG,  Ressacada,1,4,SC,MG
5033,5,2015-06-03,21:59:00,Gremio,Corinthians,R. Machado Marques,A. Bacchi,Gremio,Arena do Grêmio,3,1,RS,SP
5034,5,2015-06-04,16:00:00,Fluminense,Coritiba,E. Alves Moreira,M. dos Santos Gonçalves,Fluminense, Maracanã,2,0,RJ,PR
5035,5,2015-06-04,21:01:00,Sport,Goias,E. Baptista,H. Pinto dos Anjos,Sport,Adelmar da Costa Carvalho,1,0,PE,GO
5036,5,2015-06-04,21:02:00,Palmeiras,Internacional,O. de Oliveira Filho,D. Aguirre Camblor,-,Allianz Parque,1,1,SP,RS
5037,6,2015-06-06,18:30:00,Atletico-MG,Cruzeiro,L. Culpi,V. Luxemburgo da Silva,Cruzeiro,Estádio Raimundo Sampaio,1,3,MG,MG
5038,6,2015-06-06,18:29:00,Flamengo,Chapecoense,C. Borges dos Santos,V. Eutrópio,Flamengo, Maracanã,1,0,RJ,SC
5039,6,2015-06-06,18:30:00,Santos,Ponte Preta,M. Fernandes,A. Ferreira,-,Estádio Urbano Caldeira,2,2,SP,SP
5040,6,2015-06-06,22:01:00,Athletico-PR,Vasco,M. Mendes,D. Ghidoni Junior,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,RJ
5041,6,2015-06-06,21:58:00,Joinville,Corinthians,A. Batista,A. Bacchi,Corinthians,Arena Joinville,0,1,SC,SP
5042,6,2015-06-06,22:01:00,Sao Paulo,Gremio,J. Osorio,R. Machado Marques,Sao Paulo, Morumbi,2,0,SP,RS
5043,6,2015-06-07,11:02:00,Internacional,Coritiba,D. Aguirre Camblor,M. dos Santos Gonçalves,Internacional,Estádio José Pinheiro Borda,2,0,RS,PR
5044,6,2015-06-07,19:32:00,Figueirense,Palmeiras,A. Fucks,O. de Oliveira Filho,Figueirense, Orlando Scarpelli,2,1,SC,SP
5045,6,2015-06-07,19:28:00,Goias,Avai,H. Pinto dos Anjos,G. Kleina,Avai,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SC
5046,6,2015-06-07,19:30:00,Fluminense,Sport,E. Alves Moreira,E. Baptista,-, Maracanã,0,0,RJ,PE
5047,7,2015-06-10,19:30:00,Atletico-MG,Santos,L. Culpi,M. Fernandes,-,Estádio Raimundo Sampaio,2,2,MG,SP
5048,7,2015-06-13,16:33:00,Coritiba,Flamengo,N. da Silveira Júnior,C. Borges dos Santos,Flamengo, Couto Pereira,0,1,PR,RJ
5049,7,2015-06-13,16:32:00,Chapecoense,Sao Paulo,V. Eutrópio,J. Osorio,Sao Paulo,Arena Condá,0,1,SC,SP
5050,7,2015-06-13,16:30:00,Corinthians,Internacional,A. Bacchi,D. Aguirre Camblor,Corinthians,Neo Química Arena,2,1,SP,RS
5051,7,2015-06-13,20:58:00,Sport,Joinville,E. Baptista,A. Batista,Sport,Adelmar da Costa Carvalho,2,1,PE,SC
5052,7,2015-06-13,21:01:00,Vasco,Cruzeiro,D. Ghidoni Junior,V. Luxemburgo da Silva,Cruzeiro,Estádio Vasco da Gama,1,3,RJ,MG
5053,7,2015-06-14,10:59:00,Ponte Preta,Goias,A. Ferreira,H. Pinto dos Anjos,-, Moisés Lucarelli,0,0,SP,GO
5054,7,2015-06-14,15:59:00,Avai,Figueirense,G. Kleina,A. Fucks,-,  Ressacada,1,1,SC,SC
5055,7,2015-06-14,15:58:00,Palmeiras,Fluminense,A. Valentim do Carmo Neto,E. Alves Moreira,Palmeiras,Allianz Parque,2,1,SP,RJ
5056,7,2015-06-14,16:00:00,Gremio,Athletico-PR,R. Machado Marques,M. Mendes,Gremio,Arena do Grêmio,2,1,RS,PR
5057,8,2015-06-18,21:03:00,Figueirense,Internacional,A. Fucks,D. Aguirre Camblor,-, Orlando Scarpelli,0,0,SC,RS
5058,8,2015-06-20,16:30:00,Sport,Vasco,E. Baptista,D. Ghidoni Junior,Sport,Arena de Pernambuco,2,1,PE,RJ
5059,8,2015-06-20,16:30:00,Flamengo,Atletico-MG,C. Borges dos Santos,L. Culpi,Atletico-MG, Maracanã,0,2,RJ,MG
5060,8,2015-06-20,16:33:00,Santos,Corinthians,M. Fernandes,A. Bacchi,Santos,Estádio Urbano Caldeira,1,0,SP,SP
5061,8,2015-06-20,21:01:00,Gremio,Palmeiras,R. Machado Marques,M. de Oliveira Santos,Gremio,Arena do Grêmio,1,0,RS,SP
5062,8,2015-06-21,11:01:00,Cruzeiro,Chapecoense,V. Luxemburgo da Silva,V. Eutrópio,Chapecoense, Mineirão,0,1,MG,SC
5063,8,2015-06-21,15:59:00,Joinville,Goias,A. Batista,H. Pinto dos Anjos,Joinville,Arena Joinville,2,1,SC,GO
5064,8,2015-06-21,16:01:00,Athletico-PR,Coritiba,M. Mendes,N. da Silveira Júnior,-,Estádio Joaquim Américo Guimarães,2,2,PR,PR
5065,8,2015-06-21,16:00:00,Sao Paulo,Avai,J. Osorio,G. Kleina,-, Morumbi,1,1,SP,SC
5066,8,2015-06-24,19:30:00,Fluminense,Ponte Preta,E. Alves Moreira,A. Ferreira,Fluminense, Maracanã,2,0,RJ,SP
5067,9,2015-06-27,16:01:00,Avai,Gremio,G. Kleina,R. Machado Marques,Gremio,  Ressacada,1,2,SC,RS
5068,9,2015-06-27,16:01:00,Chapecoense,Sport,V. Eutrópio,E. Baptista,-,Arena Condá,1,1,SC,PE
5069,9,2015-06-27,21:00:00,Corinthians,Figueirense,A. Bacchi,A. Fucks,Corinthians,Neo Química Arena,2,1,SP,SC
5070,9,2015-06-28,10:59:00,Atletico-MG,Joinville,L. Culpi,A. Batista,Atletico-MG, Mineirão,1,0,MG,SC
5071,9,2015-06-28,15:59:00,Palmeiras,Sao Paulo,M. de Oliveira Santos,J. Osorio,Palmeiras,Allianz Parque,4,0,SP,SP
5072,9,2015-06-28,15:59:00,Goias,Fluminense,A. César,E. Alves Moreira,Fluminense,Estádio do Governo do Estado de Goiás (Serra Dourada),1,2,GO,RJ
5073,9,2015-06-28,16:02:00,Ponte Preta,Athletico-PR,A. Ferreira,M. Mendes,Ponte Preta, Moisés Lucarelli,2,1,SP,PR
5074,9,2015-06-28,16:03:00,Coritiba,Cruzeiro,N. da Silveira Júnior,V. Luxemburgo da Silva,Coritiba, Couto Pereira,1,0,PR,MG
5075,9,2015-06-28,18:31:00,Vasco,Flamengo,C. Juarez Roth,C. Borges dos Santos,Vasco,Arena Pantanal,1,0,RJ,RJ
5076,9,2015-06-28,18:31:00,Internacional,Santos,D. Aguirre Camblor,M. Fernandes,Internacional,Estádio José Pinheiro Borda,1,0,RS,SP
5077,10,2015-07-01,19:31:00,Sport,Internacional,E. Baptista,D. Aguirre Camblor,Sport,Adelmar da Costa Carvalho,3,0,PE,RS
5078,10,2015-07-01,19:31:00,Vasco,Avai,C. Juarez Roth,G. Kleina,Vasco,Estádio Vasco da Gama,1,0,RJ,SC
5079,10,2015-07-01,21:00:00,Palmeiras,Chapecoense,M. de Oliveira Santos,V. Eutrópio,Palmeiras,Allianz Parque,2,0,SP,SC
5080,10,2015-07-01,21:00:00,Atletico-MG,Coritiba,L. Culpi,N. da Silveira Júnior,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,PR
5081,10,2015-07-01,22:01:00,Joinville,Flamengo,A. Batista,C. Borges dos Santos,Flamengo,Arena Joinville,0,1,SC,RJ
5082,10,2015-07-01,22:00:00,Gremio,Cruzeiro,R. Machado Marques,V. Luxemburgo da Silva,Gremio,Arena do Grêmio,1,0,RS,MG
5083,10,2015-07-01,22:01:00,Athletico-PR,Sao Paulo,M. Mendes,J. Osorio,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,SP
5084,10,2015-07-02,19:33:00,Corinthians,Ponte Preta,A. Bacchi,A. Ferreira,Corinthians,Neo Química Arena,2,0,SP,SP
5085,10,2015-07-02,19:29:00,Figueirense,Goias,A. Fucks,A. César,Figueirense, Orlando Scarpelli,3,1,SC,GO
5086,10,2015-07-02,20:59:00,Fluminense,Santos,E. Alves Moreira,M. Fernandes,Fluminense, Maracanã,2,1,RJ,SP
5087,11,2015-07-04,15:01:00,Coritiba,Joinville,N. da Silveira Júnior,A. Batista,-, Couto Pereira,0,0,PR,SC
5088,11,2015-07-04,21:03:00,Chapecoense,Vasco,V. Eutrópio,C. Juarez Roth,Chapecoense,Arena Condá,1,0,SC,RJ
5089,11,2015-07-04,21:01:00,Cruzeiro,Athletico-PR,V. Luxemburgo da Silva,M. Mendes,Cruzeiro, Mineirão,2,0,MG,PR
5090,11,2015-07-05,11:02:00,Avai,Sport,G. Kleina,E. Baptista,-,  Ressacada,2,2,SC,PE
5091,11,2015-07-05,15:59:00,Goias,Corinthians,A. César,A. Bacchi,-,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,SP
5092,11,2015-07-05,16:03:00,Sao Paulo,Fluminense,J. Osorio,E. Alves Moreira,-, Morumbi,0,0,SP,RJ
5093,11,2015-07-05,16:02:00,Santos,Gremio,M. Fernandes,R. Machado Marques,Gremio,Estádio Urbano Caldeira,1,3,SP,RS
5094,11,2015-07-05,18:28:00,Ponte Preta,Palmeiras,A. Ferreira,M. de Oliveira Santos,Palmeiras,Arena Pantanal,0,2,SP,SP
5095,11,2015-07-05,18:29:00,Flamengo,Figueirense,C. Borges dos Santos,A. Fucks,Figueirense, Maracanã,1,2,RJ,SC
5096,11,2015-07-05,18:31:00,Internacional,Atletico-MG,D. Aguirre Camblor,L. Culpi,Atletico-MG,Estádio José Pinheiro Borda,1,3,RS,MG
5097,12,2015-07-08,19:32:00,Chapecoense,Gremio,V. Eutrópio,R. Machado Marques,Chapecoense,Arena Condá,1,0,SC,RS
5098,12,2015-07-08,19:29:00,Goias,Santos,J. Camargo,M. Fernandes,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),4,1,GO,SP
5099,12,2015-07-08,19:32:00,Coritiba,Ponte Preta,N. da Silveira Júnior,A. Ferreira,-, Couto Pereira,0,0,PR,SP
5100,12,2015-07-08,21:02:00,Figueirense,Joinville,A. Fucks,A. Batista,Joinville, Orlando Scarpelli,0,2,SC,SC
5101,12,2015-07-08,20:58:00,Palmeiras,Avai,M. de Oliveira Santos,G. Kleina,Palmeiras,Allianz Parque,3,0,SP,SC
5102,12,2015-07-08,21:58:00,Atletico-MG,Sport,L. Culpi,E. Baptista,Atletico-MG, Mineirão,2,1,MG,PE
5103,12,2015-07-08,21:59:00,Internacional,Flamengo,D. Aguirre Camblor,C. Borges dos Santos,Flamengo,Estádio José Pinheiro Borda,1,2,RS,RJ
5104,12,2015-07-08,22:00:00,Vasco,Sao Paulo,C. Juarez Roth,J. Osorio,Sao Paulo,Estádio Nacional de Brasília,0,4,RJ,SP
5105,12,2015-07-09,19:29:00,Corinthians,Athletico-PR,A. Bacchi,M. Mendes,Corinthians,Neo Química Arena,2,0,SP,PR
5106,12,2015-07-09,21:00:00,Fluminense,Cruzeiro,E. Alves Moreira,V. Luxemburgo da Silva,Fluminense, Maracanã,1,0,RJ,MG
5107,13,2015-07-11,18:29:00,Santos,Figueirense,D. Silvestre Júnior,A. Fucks,Santos,Estádio Urbano Caldeira,3,0,SP,SC
5108,13,2015-07-11,18:31:00,Gremio,Vasco,R. Machado Marques,C. Juarez Roth,Gremio,Arena do Grêmio,2,0,RS,RJ
5109,13,2015-07-11,21:00:00,Ponte Preta,Atletico-MG,A. Ferreira,L. Culpi,Atletico-MG, Moisés Lucarelli,0,2,SP,MG
5110,13,2015-07-12,11:01:00,Sao Paulo,Coritiba,J. Osorio,N. da Silveira Júnior,Sao Paulo, Morumbi,3,1,SP,PR
5111,13,2015-07-12,16:01:00,Joinville,Internacional,A. Batista,D. Aguirre Camblor,Internacional,Arena Joinville,0,2,SC,RS
5112,13,2015-07-12,16:00:00,Flamengo,Corinthians,C. Borges dos Santos,A. Bacchi,Corinthians, Maracanã,0,3,RJ,SP
5113,13,2015-07-12,16:01:00,Athletico-PR,Fluminense,M. Mendes,E. Alves Moreira,Fluminense,Estádio Joaquim Américo Guimarães,1,2,PR,RJ
5114,13,2015-07-12,16:01:00,Cruzeiro,Goias,V. Luxemburgo da Silva,J. Camargo,Cruzeiro, Mineirão,1,0,MG,GO
5115,13,2015-07-12,18:31:00,Sport,Palmeiras,E. Baptista,M. de Oliveira Santos,-,Arena de Pernambuco,2,2,PE,SP
5116,13,2015-07-12,18:31:00,Avai,Chapecoense,G. Kleina,V. Eutrópio,Avai,  Ressacada,2,1,SC,SC
5117,14,2015-07-18,18:28:00,Internacional,Goias,D. Aguirre Camblor,J. Camargo,Internacional,Estádio José Pinheiro Borda,2,1,RS,GO
5118,14,2015-07-18,18:29:00,Flamengo,Gremio,C. Borges dos Santos,R. Machado Marques,Flamengo, Maracanã,1,0,RJ,RS
5119,14,2015-07-18,21:05:00,Corinthians,Atletico-MG,A. Bacchi,L. Culpi,Corinthians,Neo Química Arena,1,0,SP,MG
5120,14,2015-07-19,11:02:00,Athletico-PR,Chapecoense,M. Mendes,V. Eutrópio,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SC
5121,14,2015-07-19,16:01:00,Figueirense,Coritiba,A. Fucks,N. da Silveira Júnior,-, Orlando Scarpelli,0,0,SC,PR
5122,14,2015-07-19,16:02:00,Sport,Sao Paulo,E. Baptista,J. Osorio,Sport,Arena de Pernambuco,2,0,PE,SP
5123,14,2015-07-19,16:01:00,Fluminense,Vasco,E. Alves Moreira,C. Juarez Roth,Vasco, Maracanã,1,2,RJ,RJ
5124,14,2015-07-19,16:01:00,Palmeiras,Santos,M. de Oliveira Santos,D. Silvestre Júnior,Palmeiras,Allianz Parque,1,0,SP,SP
5125,14,2015-07-19,18:31:00,Cruzeiro,Avai,V. Luxemburgo da Silva,G. Kleina,-, Mineirão,1,1,MG,SC
5126,14,2015-07-19,18:31:00,Joinville,Ponte Preta,A. Batista,A. Ferreira,-,Arena Joinville,1,1,SC,SP
5127,15,2015-07-25,19:21:00,Avai,Athletico-PR,G. Kleina,M. Mendes,Athletico-PR,  Ressacada,1,2,SC,PR
5128,15,2015-07-25,19:30:00,Gremio,Sport,R. Machado Marques,E. Baptista,-,Arena do Grêmio,1,1,RS,PE
5129,15,2015-07-25,20:59:00,Atletico-MG,Figueirense,L. Culpi,A. Fucks,Atletico-MG,Estádio Raimundo Sampaio,1,0,MG,SC
5130,15,2015-07-26,11:02:00,Chapecoense,Fluminense,V. Eutrópio,E. Alves Moreira,Chapecoense,Arena Condá,2,1,SC,RJ
5131,15,2015-07-26,11:00:00,Santos,Joinville,D. Silvestre Júnior,A. Batista,Santos,Estádio Urbano Caldeira,2,0,SP,SC
5132,15,2015-07-26,15:59:00,Ponte Preta,Internacional,A. Ferreira,D. Aguirre Camblor,-, Moisés Lucarelli,0,0,SP,RS
5133,15,2015-07-26,16:01:00,Coritiba,Corinthians,N. da Silveira Júnior,A. Bacchi,-, Couto Pereira,1,1,PR,SP
5134,15,2015-07-26,16:02:00,Sao Paulo,Cruzeiro,J. Osorio,V. Luxemburgo da Silva,Sao Paulo, Morumbi,1,0,SP,MG
5135,15,2015-07-26,15:59:00,Goias,Flamengo,J. Camargo,C. Borges dos Santos,Flamengo,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,RJ
5136,15,2015-07-26,18:33:00,Vasco,Palmeiras,C. Juarez Roth,M. de Oliveira Santos,Palmeiras,Estádio Vasco da Gama,1,4,RJ,SP
5137,16,2015-07-29,21:59:00,Corinthians,Vasco,A. Bacchi,C. Juarez Roth,Corinthians,Neo Química Arena,3,0,SP,RJ
5138,16,2015-07-29,22:01:00,Atletico-MG,Sao Paulo,L. Culpi,J. Osorio,Atletico-MG, Mineirão,3,1,MG,SP
5139,16,2015-08-01,18:29:00,Fluminense,Gremio,E. Alves Moreira,R. Machado Marques,Fluminense, Maracanã,1,0,RJ,RS
5140,16,2015-08-02,11:02:00,Coritiba,Goias,N. da Silveira Júnior,J. Camargo,-, Couto Pereira,1,1,PR,GO
5141,16,2015-08-02,11:01:00,Palmeiras,Athletico-PR,M. de Oliveira Santos,M. Mendes,Athletico-PR,Allianz Parque,0,1,SP,PR
5142,16,2015-08-02,16:00:00,Joinville,Avai,P. Lopes de Gusmão,G. Kleina,Joinville,Arena Joinville,2,0,SC,SC
5143,16,2015-08-02,16:00:00,Internacional,Chapecoense,D. Aguirre Camblor,V. Eutrópio,-,Estádio José Pinheiro Borda,0,0,RS,SC
5144,16,2015-08-02,16:01:00,Figueirense,Ponte Preta,A. Fucks,A. Ferreira,Figueirense, Orlando Scarpelli,3,1,SC,SP
5145,16,2015-08-02,16:01:00,Flamengo,Santos,C. Borges dos Santos,D. Silvestre Júnior,-, Maracanã,2,2,RJ,SP
5146,16,2015-08-02,18:29:00,Sport,Cruzeiro,E. Baptista,V. Luxemburgo da Silva,-,Arena de Pernambuco,0,0,PE,MG
5147,17,2015-08-08,18:33:00,Avai,Fluminense,G. Kleina,E. Alves Moreira,Avai,  Ressacada,1,0,SC,RJ
5148,17,2015-08-08,21:01:00,Santos,Coritiba,D. Silvestre Júnior,N. da Silveira Júnior,Santos,Estádio Urbano Caldeira,3,0,SP,PR
5149,17,2015-08-09,11:01:00,Athletico-PR,Sport,M. Mendes,E. Baptista,-,Estádio Joaquim Américo Guimarães,1,1,PR,PE
5150,17,2015-08-09,11:02:00,Vasco,Joinville,C. Juarez Roth,P. Lopes de Gusmão,-, Maracanã,0,0,RJ,SC
5151,17,2015-08-09,16:03:00,Sao Paulo,Corinthians,J. Osorio,A. Bacchi,-, Morumbi,1,1,SP,SP
5152,17,2015-08-09,16:01:00,Cruzeiro,Palmeiras,V. Luxemburgo da Silva,M. de Oliveira Santos,Cruzeiro, Mineirão,2,1,MG,SP
5153,17,2015-08-09,15:59:00,Ponte Preta,Flamengo,D. Ghidoni Junior,C. Borges dos Santos,Ponte Preta, Moisés Lucarelli,1,0,SP,RJ
5154,17,2015-08-09,16:02:00,Goias,Atletico-MG,J. Camargo,L. Culpi,-,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,MG
5155,17,2015-08-09,18:30:00,Gremio,Internacional,R. Machado Marques,O. Hellmann,Gremio,Arena do Grêmio,5,0,RS,RS
5156,17,2015-08-09,18:31:00,Chapecoense,Figueirense,V. Eutrópio,A. Fucks,-,Arena Condá,2,2,SC,SC
5157,18,2015-08-12,19:34:00,Coritiba,Palmeiras,N. da Silveira Júnior,M. de Oliveira Santos,Coritiba, Couto Pereira,2,1,PR,SP
5158,18,2015-08-12,19:30:00,Flamengo,Athletico-PR,C. Borges dos Santos,M. Mendes,Flamengo, Maracanã,3,2,RJ,PR
5159,18,2015-08-12,20:59:00,Santos,Vasco,D. Silvestre Júnior,C. Juarez Roth,Santos,Estádio Urbano Caldeira,1,0,SP,RJ
5160,18,2015-08-12,21:00:00,Goias,Chapecoense,J. Camargo,V. Eutrópio,-,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,SC
5161,18,2015-08-12,22:00:00,Figueirense,Sao Paulo,A. Fucks,J. Osorio,Sao Paulo, Orlando Scarpelli,0,2,SC,SP
5162,18,2015-08-12,22:00:00,Internacional,Fluminense,O. Hellmann,E. Alves Moreira,Internacional,Estádio José Pinheiro Borda,1,0,RS,RJ
5163,18,2015-08-12,22:00:00,Corinthians,Sport,A. Bacchi,E. Baptista,Corinthians,Neo Química Arena,4,3,SP,PE
5164,18,2015-08-13,19:31:00,Ponte Preta,Avai,D. Ghidoni Junior,G. Kleina,Ponte Preta, Moisés Lucarelli,2,0,SP,SC
5165,18,2015-08-13,20:59:00,Joinville,Cruzeiro,P. Lopes de Gusmão,V. Luxemburgo da Silva,Joinville,Arena Joinville,3,0,SC,MG
5166,18,2015-08-13,20:58:00,Atletico-MG,Gremio,L. Culpi,R. Machado Marques,Gremio, Mineirão,0,2,MG,RS
5167,19,2015-08-15,18:30:00,Vasco,Coritiba,C. Juarez Roth,N. da Silveira Júnior,Coritiba, Maracanã,0,1,RJ,PR
5168,19,2015-08-15,18:31:00,Athletico-PR,Santos,M. Mendes,D. Silvestre Júnior,-,Estádio Joaquim Américo Guimarães,0,0,PR,SP
5169,19,2015-08-15,21:02:00,Sao Paulo,Goias,J. Osorio,J. Camargo,Goias, Morumbi,0,3,SP,GO
5170,19,2015-08-16,11:00:00,Palmeiras,Flamengo,M. de Oliveira Santos,C. Borges dos Santos,Palmeiras,Allianz Parque,4,2,SP,RJ
5171,19,2015-08-16,16:03:00,Avai,Corinthians,G. Kleina,A. Bacchi,Corinthians,  Ressacada,1,2,SC,SP
5172,19,2015-08-16,15:59:00,Fluminense,Figueirense,E. Alves Moreira,H. Coutinho,Fluminense, Maracanã,2,1,RJ,SC
