partida_id,clube,cartao,atleta,posicao,minuto
7263,Atletico-MG,Amarelo,Matías Zaracho,Meio-campo,33
7264,Vasco,Amarelo,Léo Matos,Zagueiro,17
7264,Goias,Amarelo,Miguel Figueira,Meio-campo,58
7266,Cuiaba,Amarelo,João Lucas,Zagueiro,77
7266,Juventude,Amarelo,Michel Macedo Rocha Machado,Zagueiro,75
7267,Bahia,Amarelo,Rossicley Pereira da Silva,Atacante,86
7267,Bahia,Amarelo,Patrick de Lucca,Meio-campo,42
7267,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,71
7268,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,Meio-campo,13
7268,Fluminense,Amarelo,Abel Hernández,Atacante,37
7266,Juventude,Amarelo,Guilherme Castilho,Meio-campo,90+4
7266,Juventude,Amarelo,Alyson,Zagueiro,60
7267,Bahia,Amarelo,Matheus Bahia Santos,Zagueiro,62
7267,Santos,Amarelo,Luan Peres Petroni,Zagueiro,74
7267,Santos,Amarelo,Marinho,Atacante,3
7268,Fluminense,Amarelo,Yago Rocha,Meio-campo,69
7269,Atletico-MG,Amarelo,Allan Rodrigues de Souza,Meio-campo,36
7269,Fortaleza,Amarelo,Lucas Crispim,Meio-campo,79
7269,Fortaleza,Amarelo,Felipe Alves,Goleiro,38
7270,Flamengo,Amarelo,Rodrigo Caio,Zagueiro,82
7270,Palmeiras,Amarelo,Patrick de Paula,Meio-campo,58
7271,Ceara,Amarelo,Charles Rigon Matos,Meio-campo,88
7271,Ceara,Amarelo,Messias Rodrigues da Silva Júnior,Zagueiro,63
7271,Gremio,Amarelo,Pedro Geromel,Zagueiro,61
7272,Corinthians,Amarelo,Luan Guilherme de Jesus Vieira,Meio-campo,80
7272,Corinthians,Amarelo,Ramiro Moschen Benetti,Meio-campo,68
7272,Corinthians,Amarelo,Roni,Meio-campo,23
7272,Atletico-GO,Amarelo,Marlon Freitas,Meio-campo,54
7273,Chapecoense,Amarelo,Moisés Ribeiro Santos,Meio-campo,42
7274,America-MG,Amarelo,Zé Ricardo,Meio-campo,74
7275,Internacional,Amarelo,Carlos Palacios,Atacante,90+1
7275,Internacional,Amarelo,Maurício,Meio-campo,33
7275,Sport,Amarelo,Rafael Thyere de Albuquerque Marques,Zagueiro,90+2
7269,Atletico-MG,Amarelo,Igor Rabello,Zagueiro,45+2
7269,Fortaleza,Amarelo,Éderson,Meio-campo,87
7269,Fortaleza,Amarelo,Wellington Paulista,Atacante,39
7270,Flamengo,Amarelo,Victor Vinícius Coelho Santos,Atacante,90+6
7270,Palmeiras,Amarelo,Wesley Ribeiro Silva,Atacante,73
7270,Palmeiras,Amarelo,Matías Viña,Meio-campo,54
7271,Ceara,Amarelo,Marcos Ytalo Benício da Silva,Zagueiro,86
7271,Gremio,Amarelo,Jhonata Robert Alves da Silva,Atacante,90+2
7271,Gremio,Amarelo,Thiago dos Santos,Meio-campo,57
7272,Corinthians,Amarelo,Ángelo Araos,Meio-campo,77
7272,Corinthians,Amarelo,Guilherme Camacho,Meio-campo,54
7272,Atletico-GO,Amarelo,Nathan Silva,Zagueiro,77
7272,Atletico-GO,Amarelo,Willian Maranhão,Meio-campo,35
7274,Athletico-PR,Amarelo,Nikão,Meio-campo,10
7274,America-MG,Amarelo,Anderson de Jesus Santos,Zagueiro,26
7275,Internacional,Amarelo,Lucas Ribeiro,Zagueiro,69
7275,Internacional,Amarelo,Moisés Roberto Barbosa,Zagueiro,33
7275,Sport,Amarelo,Júnior Tavares,Meio-campo,58
7276,Atletico-GO,Amarelo,Janderson,Meio-campo,82
7276,Atletico-GO,Amarelo,Willian Maranhão,Meio-campo,70
7276,Sao Paulo,Amarelo,Tiago Luis Volpi,Goleiro,89
7276,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,Meio-campo,82
7276,Sao Paulo,Amarelo,Igor Vinícius,Meio-campo,13
7277,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,44
7277,Ceara,Amarelo,Gabriel Lacerda,Zagueiro,45+1
7278,Bragantino,Amarelo,Pedrinho,Atacante,34
7278,Bahia,Amarelo,Jonas Gomes de Sousa,Meio-campo,54
7278,Bahia,Amarelo,Matheus Galdezani,Meio-campo,34
7276,Atletico-GO,Amarelo,Lucas Gabriel Ribeiro Firmo,Atacante,76
7276,Atletico-GO,Amarelo,Natanael Batista Pimenta,Meio-campo,29
7276,Sao Paulo,Amarelo,Rodrigo Nestor Bertaglia,Meio-campo,84
7276,Sao Paulo,Amarelo,Léo Pelé,Zagueiro,69
7277,Santos,Amarelo,Luan Peres Petroni,Zagueiro,52
7277,Santos,Amarelo,Marcos Rogério Ricci Lopes,Zagueiro,40
7278,Bragantino,Amarelo,Jadsom,Meio-campo,42
7278,Bahia,Amarelo,Lucas Araújo,Meio-campo,90+1
7278,Bahia,Amarelo,Edson,Meio-campo,34
7281,Internacional,Vermelho,Pedro Henrique,Zagueiro,45
7279,Fluminense,Amarelo,Matheus Martinelli,Meio-campo,79
7280,America-MG,Amarelo,Ribamar,Atacante,90+3
7280,Corinthians,Amarelo,Guilherme Camacho,Meio-campo,90+6
7280,Corinthians,Amarelo,Ángelo Araos,Meio-campo,85
7281,Internacional,Amarelo,Bruno Praxedes,Meio-campo,90+1
7281,Internacional,Amarelo,Moisés Roberto Barbosa,Zagueiro,31
7282,Athletico-PR,Amarelo,Matheus Babi,Atacante,79
7283,Palmeiras,Amarelo,Raphael Cavalcante Veiga,Meio-campo,90+3
7284,Sport,Amarelo,Rafael Thyere de Albuquerque Marques,Zagueiro,85
7284,Sport,Amarelo,Marquinhos,Meio-campo,29
7284,Atletico-MG,Amarelo,Hyoran,Meio-campo,6
7281,Internacional,Vermelho,Vitor Hugo Batista Araujo de Mendonça,Goleiro,90
7279,Fluminense,Amarelo,Yago Rocha,Meio-campo,90+5
7279,Cuiaba,Amarelo,Clayson Henrique da Silva Vieira,Meio-campo,37
7280,America-MG,Amarelo,Eduardo,Zagueiro,43
7280,Corinthians,Amarelo,Gabriel Girotto Franco,Meio-campo,90+1
7281,Fortaleza,Amarelo,Matheus Jussa,Meio-campo,22
7281,Internacional,Amarelo,Thiago Galhardo,Atacante,31
7281,Internacional,Amarelo,Caio Vidal,Atacante,16
7282,Athletico-PR,Amarelo,Jaime Alvarado,Meio-campo,55
7283,Palmeiras,Amarelo,Wesley Ribeiro Silva,Atacante,71
7284,Sport,Amarelo,Gustavo,Meio-campo,75
7284,Atletico-MG,Amarelo,Igor Rabello,Zagueiro,53
7286,Santos,Amarelo,Luan Peres Petroni,Zagueiro,40
7286,Juventude,Amarelo,Capixaba,Meio-campo,87
7286,Juventude,Amarelo,Elton Junior Melo Ataíde,Meio-campo,23
7287,Palmeiras,Amarelo,Wesley Ribeiro Silva,Atacante,67
7286,Santos,Amarelo,Jean Mota Oliveira de Souza,Meio-campo,24
7286,Juventude,Amarelo,Guilherme Castilho,Meio-campo,52
7287,Palmeiras,Amarelo,Felipe Melo,Meio-campo,90+1
7287,Palmeiras,Amarelo,Renan Victor da Silva,Zagueiro,50
7292,Sport,Vermelho,Maxwell,Atacante,73
7291,Bahia,Amarelo,Thonny Anderson,Meio-campo,90+2
7291,Bahia,Amarelo,Renan Guedes,Zagueiro,40
7291,Internacional,Amarelo,Léo Borges,Zagueiro,80
7291,Internacional,Amarelo,Yuri Alberto,Atacante,47
7292,Fortaleza,Amarelo,David Corrêa da Fonseca,Atacante,58
7292,Fortaleza,Amarelo,Cristian Chagas Tarouco,Zagueiro,36
7292,Sport,Amarelo,Ricardinho,Meio-campo,43
7293,Bragantino,Amarelo,Lucas Evangelista,Meio-campo,89
7293,Bragantino,Amarelo,Natan Bernardo de Souza,Zagueiro,13
7294,Chapecoense,Amarelo,Bruno da Silva Costa,Atacante,90+3
7294,Ceara,Amarelo,Messias Rodrigues da Silva Júnior,Zagueiro,73
7288,Sao Paulo,Amarelo,Bruno Alves,Zagueiro,41
7289,Gremio,Amarelo,Aldemir Ferreira,Meio-campo,90+6
7289,Gremio,Amarelo,Thiago dos Santos,Meio-campo,60
7289,Athletico-PR,Amarelo,Khellven Douglas Silva Oliveira,Zagueiro,90+5
7289,Athletico-PR,Amarelo,Matheus Babi,Atacante,50
7291,Internacional,Vermelho,,Zagueiro,52
7291,Bahia,Amarelo,Matheus Bahia Santos,Zagueiro,48
7291,Bahia,Amarelo,Matheus Teixeira,Goleiro,29
7291,Internacional,Amarelo,Taison,Atacante,69
7291,Internacional,Amarelo,Heitor Rodrigues da Fonseca,Zagueiro,43
7292,Fortaleza,Amarelo,Carlos Emiliano Pereira,Meio-campo,48
7292,Sport,Amarelo,Iago Maidana,Zagueiro,78
7292,Sport,Amarelo,Paulinho Moccelin,Meio-campo,35
7293,Bragantino,Amarelo,Jadsom,Meio-campo,27
7293,Fluminense,Amarelo,Luiz Henrique,Meio-campo,20
7294,Chapecoense,Amarelo,Derlan,Zagueiro,85
7294,Ceara,Amarelo,Cléber,Atacante,39
7289,Gremio,Amarelo,Maicon,Meio-campo,90+7
7289,Gremio,Amarelo,Rafinha,Zagueiro,65
7289,Gremio,Amarelo,Matheus Henrique de Souza,Meio-campo,34
7289,Athletico-PR,Amarelo,Richard Candido Coelho,Meio-campo,87
7289,Athletico-PR,Amarelo,Christian Roberto Alves Cardoso,Meio-campo,11
7297,Sao Paulo,Vermelho,Rodrigo Nestor Bertaglia,Meio-campo,41
7296,Internacional,Amarelo,Víctor Cuesta,Zagueiro,45+2
7296,Atletico-MG,Amarelo,Guilherme Arana,Zagueiro,17
7297,Sao Paulo,Amarelo,Luciano da Rocha Neves,Meio-campo,89
7297,Chapecoense,Amarelo,Ravanelli Ferreira dos Santos,Meio-campo,90+5
7298,Corinthians,Amarelo,Cássio Ramos,Goleiro,90+4
7299,Palmeiras,Amarelo,Breno Lopes,Atacante,90
7299,Palmeiras,Amarelo,Marcos Rocha,Zagueiro,32
7296,Internacional,Amarelo,Danilo Fernandes,Goleiro,90+1
7296,Internacional,Amarelo,Yuri Alberto,Meio-campo,11
7297,Sao Paulo,Amarelo,Igor Vinícius,Zagueiro,90+1
7297,Sao Paulo,Amarelo,Liziero,Meio-campo,66
7297,Chapecoense,Amarelo,Anselmo Ramon,Atacante,65
7298,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,Zagueiro,90+1
7299,Palmeiras,Amarelo,Gabriel Menino,Meio-campo,39
7300,Cuiaba,Amarelo,Clayson Henrique da Silva Vieira,Atacante,61
7301,Ceara,Amarelo,Jorginho,Meio-campo,67
7301,Bahia,Amarelo,Maycon Douglas,Atacante,90+6
7301,Bahia,Amarelo,Edson,Meio-campo,81
7301,Bahia,Amarelo,Jonas Gomes de Sousa,Meio-campo,60
7302,Sport,Amarelo,Gustavo,Meio-campo,70
7302,Sport,Amarelo,Iago Maidana,Zagueiro,43
7302,Gremio,Amarelo,Rafinha,Zagueiro,54
7302,Gremio,Amarelo,Luiz Fernando Moraes dos Santos,Meio-campo,48
7303,Atletico-GO,Amarelo,Willian Maranhão,Meio-campo,85
7303,Atletico-GO,Amarelo,Igor Aquino da Silva,Zagueiro,72
7304,Fluminense,Amarelo,Abel Hernández,Atacante,90+5
7304,Fluminense,Amarelo,Yago Rocha,Meio-campo,69
7304,Santos,Amarelo,Lucas Braga Ribeiro,Atacante,62
7304,Santos,Amarelo,Madson,Zagueiro,15
7300,America-MG,Amarelo,Felipe Azevedo,Meio-campo,53
7301,Ceara,Amarelo,Bruno Pacheco,Zagueiro,89
7301,Ceara,Amarelo,Stiven Mendoza,Meio-campo,37
7301,Bahia,Amarelo,Thonny Anderson,Atacante,86
7301,Bahia,Amarelo,Matheus Teixeira,Goleiro,63
7302,Sport,Amarelo,Santiago Tréllez,Atacante,75
7302,Sport,Amarelo,Paulinho Moccelin,Meio-campo,45+2
7302,Sport,Amarelo,André Felipe Ribeiro de Souza,Atacante,37
7302,Gremio,Amarelo,Walter Kannemann,Zagueiro,50
7302,Gremio,Amarelo,Matheus Henrique de Souza,Meio-campo,45+2
7303,Atletico-GO,Amarelo,Natanael Batista Pimenta,Meio-campo,77
7303,Fortaleza,Amarelo,Felipe,Meio-campo,53
7304,Fluminense,Amarelo,Kayky,Atacante,82
7304,Fluminense,Amarelo,Caio Paulista,Atacante,62
7304,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,32
7306,Flamengo,Amarelo,Bruno Henrique,Meio-campo,9
7306,Bragantino,Amarelo,Artur Victor Guimarães,Meio-campo,45+2
7306,Flamengo,Amarelo,Willian Arão,Zagueiro,90+5
7306,Bragantino,Amarelo,Lucas Evangelista,Meio-campo,90+4
7306,Bragantino,Amarelo,Aderlan Silva,Zagueiro,30
7307,Palmeiras,Amarelo,Jailson,Goleiro,71
7307,Palmeiras,Amarelo,Patrick de Paula,Meio-campo,22
7307,America-MG,Amarelo,Alexandre Egea,Meio-campo,79
7307,America-MG,Amarelo,Ramon,Meio-campo,67
7308,Corinthians,Amarelo,Ramiro Moschen Benetti,Meio-campo,75
7308,Corinthians,Amarelo,Roni,Meio-campo,35
7309,Internacional,Amarelo,Léo Borges,Zagueiro,38
7309,Ceara,Amarelo,Fernando Sobral,Meio-campo,48
7310,Fortaleza,Amarelo,Romarinho,Meio-campo,80
7310,Fortaleza,Amarelo,Tinga,Zagueiro,55
7311,Athletico-PR,Amarelo,David Terans,Meio-campo,35
7311,Atletico-GO,Amarelo,João Paulo,Meio-campo,55
7312,Santos,Amarelo,Kaio Jorge,Atacante,45+2
7312,Sao Paulo,Amarelo,Igor Vinícius,Meio-campo,85
7312,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,Zagueiro,49
7313,Juventude,Amarelo,Guilherme Castilho,Meio-campo,57
7313,Juventude,Amarelo,Rafael Forster,Zagueiro,18
7307,Palmeiras,Amarelo,Renan Victor da Silva,Zagueiro,26
7307,America-MG,Amarelo,Geovane,Meio-campo,84
7307,America-MG,Amarelo,Sabino,Zagueiro,79
7308,Bahia,Amarelo,Matheus Bahia Santos,Zagueiro,62
7308,Corinthians,Amarelo,Gabriel Girotto Franco,Meio-campo,61
7309,Internacional,Amarelo,,Zagueiro,65
7309,Ceara,Amarelo,Marlon,Meio-campo,71
7309,Ceara,Amarelo,Vinicius Réquia Machado,Goleiro,6
7310,Fortaleza,Amarelo,Luiz Henrique,Meio-campo,78
7311,Athletico-PR,Amarelo,Matheus Babi,Atacante,76
7311,Atletico-GO,Amarelo,Zé Roberto,Atacante,90
7312,Santos,Amarelo,Vinicius Zanocelo,Meio-campo,90+6
7312,Sao Paulo,Amarelo,Martín Benítez,Meio-campo,90+10
7312,Sao Paulo,Amarelo,Gabriel Sara,Meio-campo,61
7313,Juventude,Amarelo,Marcos Vinicios,Atacante,90+4
7313,Juventude,Amarelo,Vitor Mendes,Zagueiro,50
7314,Chapecoense,Amarelo,Ignacio da Silva Oliveira,Zagueiro,84
7314,Atletico-MG,Amarelo,Hulk,Atacante,59
7316,Atletico-GO,Amarelo,Nathan Silva,Zagueiro,76
7316,Fluminense,Amarelo,Luiz Henrique,Atacante,90+3
7316,Fluminense,Amarelo,Gabriel Teixeira,Meio-campo,52
7317,Cuiaba,Amarelo,João Lucas,Zagueiro,46
7318,Fortaleza,Amarelo,David Corrêa da Fonseca,Atacante,81
7319,Bragantino,Amarelo,Aderlan Silva,Zagueiro,49
7319,Palmeiras,Amarelo,Mayke,Zagueiro,90+3
7319,Palmeiras,Amarelo,Marcos Rocha,Meio-campo,35
7316,Atletico-GO,Amarelo,Fernando Miguel Kaufmann,Goleiro,90
7316,Atletico-GO,Amarelo,Janderson,Meio-campo,30
7316,Fluminense,Amarelo,Nino,Zagueiro,75
7317,Sao Paulo,Amarelo,Welington,Meio-campo,21
7318,Flamengo,Amarelo,João Gomes,Meio-campo,73
7319,Bragantino,Amarelo,Ytalo José dos Santos,Atacante,73
7319,Bragantino,Amarelo,Cleiton Schwengber,Goleiro,45+1
7319,Palmeiras,Amarelo,Gustavo Scarpa,Meio-campo,80
7321,Chapecoense,Vermelho,Bruno da Silva Costa,Atacante,90+7
7321,Internacional,Vermelho,Caio Vidal,Meio-campo,90+7
7324,Athletico-PR,Vermelho,Richard Candido Coelho,Meio-campo,13
7320,America-MG,Amarelo,Ricardo Silva,Zagueiro,34
7320,Juventude,Amarelo,Elton Junior Melo Ataíde,Meio-campo,65
7325,Santos,Amarelo,Jean Mota Oliveira de Souza,Meio-campo,56
7321,Chapecoense,Amarelo,Ronei Gebing,Meio-campo,36
7321,Internacional,Amarelo,Caio Vidal,Meio-campo,69
7322,Sport,Amarelo,Marcão,Meio-campo,37
7322,Sport,Amarelo,Victor Gabriel,Zagueiro,25
7323,Ceara,Amarelo,Bruno Pacheco,Zagueiro,81
7323,Atletico-MG,Amarelo,Réver,Zagueiro,90+2
7323,Atletico-MG,Amarelo,Danilo Neves,Meio-campo,88
7324,Bahia,Amarelo,Daniel Sampaio Simões,Meio-campo,90+1
7324,Athletico-PR,Amarelo,Erick Luis Conrado Carvalho,Meio-campo,82
7325,Gremio,Amarelo,Diego Souza,Atacante,22
7320,America-MG,Vermelho,Ricardo Silva,Zagueiro,74
7321,Internacional,Vermelho,Danilo Fernandes,Goleiro,90+9
7324,Athletico-PR,Vermelho,Márcio Almeida de Oliveira,Zagueiro,87
7320,America-MG,Amarelo,Bruno Nazário,Meio-campo,64
7320,Juventude,Amarelo,Paulo Bóia,Meio-campo,90+7
7325,Santos,Amarelo,Guilherme Camacho,Meio-campo,48
7321,Chapecoense,Amarelo,Derlan,Zagueiro,71
7321,Internacional,Amarelo,Edenílson Andrade dos Santos,Meio-campo,77
7321,Internacional,Amarelo,Zé Gabriel,Zagueiro,45+2
7322,Sport,Amarelo,Luan Polli,Goleiro,33
7323,Ceara,Amarelo,Wendson dos Santos Lopes,Atacante,90
7323,Ceara,Amarelo,Saulo Mineiro,Atacante,45+3
7323,Atletico-MG,Amarelo,Gabriel Costa França,Zagueiro,89
7323,Atletico-MG,Amarelo,Guilherme Arana,Zagueiro,26
7324,Bahia,Amarelo,Thonny Anderson,Meio-campo,26
7325,Gremio,Amarelo,Aldemir Ferreira,Meio-campo,68
7325,Santos,Amarelo,Marinho,Meio-campo,90+6
7330,Gremio,Vermelho,Walter Kannemann,Zagueiro,59
7326,Juventude,Amarelo,Matheus Peixoto,Atacante,69
7326,Flamengo,Amarelo,Matheuzinho,Zagueiro,48
7327,Fluminense,Amarelo,Danilo Barcelos,Zagueiro,65
7327,Corinthians,Amarelo,Ángelo Araos,Meio-campo,45+2
7328,Palmeiras,Amarelo,Benjamín Kuscevic,Zagueiro,70
7328,Bahia,Amarelo,Thaciano,Meio-campo,69
7328,Bahia,Amarelo,Matheus Bahia Santos,Zagueiro,56
7329,Athletico-PR,Amarelo,Ivaldo,Zagueiro,87
7330,Gremio,Amarelo,Diogo Barbosa,Zagueiro,75
7330,Fortaleza,Amarelo,Osvaldo Filho,Atacante,90+2
7330,Fortaleza,Amarelo,Ronald,Meio-campo,49
7331,Santos,Amarelo,Marcos Guilherme,Atacante,90+4
7331,Santos,Amarelo,Marcos Rogério Ricci Lopes,Zagueiro,79
7331,Atletico-MG,Amarelo,Matías Zaracho,Meio-campo,90+1
7331,Atletico-MG,Amarelo,Allan Rodrigues de Souza,Meio-campo,60
7332,America-MG,Amarelo,Alan Ruschel,Zagueiro,43
7332,Internacional,Amarelo,Thiago Galhardo,Atacante,40
7333,Cuiaba,Amarelo,João Lucas,Zagueiro,88
7334,Ceara,Amarelo,Gabriel Lacerda,Zagueiro,67
7334,Ceara,Amarelo,Jorginho,Meio-campo,26
7334,Sao Paulo,Amarelo,Martín Benítez,Meio-campo,77
7334,Sao Paulo,Amarelo,Eder Citadin Martins,Atacante,53
7334,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,Zagueiro,26
7327,Fluminense,Vermelho,Abel Hernández,Atacante,50
7331,Atletico-MG,Vermelho,Allan Rodrigues de Souza,Meio-campo,90+2
7326,Juventude,Amarelo,Vitor Mendes,Zagueiro,13
7327,Fluminense,Amarelo,André,Meio-campo,83
7327,Fluminense,Amarelo,Luccas Claro,Zagueiro,35
7328,Palmeiras,Amarelo,Breno Lopes,Meio-campo,90+3
7328,Palmeiras,Amarelo,Danilo dos Santos de Oliveira,Meio-campo,11
7328,Bahia,Amarelo,Patrick de Lucca,Meio-campo,67
7328,Bahia,Amarelo,Rossicley Pereira da Silva,Meio-campo,16
7329,Chapecoense,Amarelo,Guilherme Natan de Lima,Meio-campo,72
7330,Gremio,Amarelo,Douglas Costa,Atacante,37
7330,Fortaleza,Amarelo,Cristian Chagas Tarouco,Zagueiro,90+2
7330,Fortaleza,Amarelo,Éderson,Meio-campo,28
7331,Santos,Amarelo,João Paulo,Goleiro,90
7331,Santos,Amarelo,Marinho,Atacante,67
7331,Atletico-MG,Amarelo,Guilherme Arana,Zagueiro,68
7332,America-MG,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,52
7332,Internacional,Amarelo,Edenílson Andrade dos Santos,Meio-campo,90+18
7332,Internacional,Amarelo,,Zagueiro,37
7334,Ceara,Amarelo,Jael,Atacante,81
7334,Ceara,Amarelo,Saulo Mineiro,Atacante,45+1
7334,Sao Paulo,Amarelo,Welington,Meio-campo,90+1
7334,Sao Paulo,Amarelo,Bruno Alves,Zagueiro,76
7334,Sao Paulo,Amarelo,Hernanes,Meio-campo,28
7335,Atletico-GO,Amarelo,Nathan Silva,Zagueiro,84
7335,Bragantino,Amarelo,Weverton,Zagueiro,83
7335,Atletico-GO,Amarelo,André Luis,Atacante,87
7335,Bragantino,Amarelo,Edimar Fraga,Zagueiro,87
7337,Fortaleza,Vermelho,Juan Quintero Fletcher,Zagueiro,54
7336,Athletico-PR,Amarelo,Richard Candido Coelho,Meio-campo,88
7337,Fortaleza,Amarelo,Felipe Alves,Goleiro,65
7337,Fortaleza,Amarelo,Juan Quintero Fletcher,Zagueiro,20
7337,Chapecoense,Amarelo,Ravanelli Ferreira dos Santos,Meio-campo,41
7338,Internacional,Amarelo,Víctor Cuesta,Zagueiro,90+4
7338,Internacional,Amarelo,Caio Vidal,Meio-campo,45+2
7338,Palmeiras,Amarelo,Patrick de Paula,Meio-campo,90
7339,Bahia,Amarelo,Daniel Sampaio Simões,Meio-campo,62
7339,Bahia,Amarelo,Nino Paraíba,Zagueiro,45+1
7340,Sport,Amarelo,Santiago Tréllez,Atacante,90+4
7340,Sport,Amarelo,Neilton Mestzk,Meio-campo,33
7341,Corinthians,Amarelo,Mateus Vital,Meio-campo,46
7342,Juventude,Amarelo,Vitor Mendes,Zagueiro,90+3
7342,Juventude,Amarelo,Elton Junior Melo Ataíde,Meio-campo,71
7338,Palmeiras,Vermelho,Benjamín Kuscevic,Zagueiro,62
7336,Fluminense,Amarelo,Fred,Atacante,88
7336,Athletico-PR,Amarelo,Christian Roberto Alves Cardoso,Meio-campo,88
7337,Fortaleza,Amarelo,Marcelo da Conceição Benevenuto Malaquias,Zagueiro,42
7337,Chapecoense,Amarelo,Vinicius Guedes,Meio-campo,83
7337,Chapecoense,Amarelo,Guilherme Natan de Lima,Meio-campo,3
7338,Internacional,Amarelo,Rodrigo Dourado,Meio-campo,61
7338,Palmeiras,Amarelo,Jailson,Goleiro,90+2
7339,Bahia,Amarelo,Rossicley Pereira da Silva,Meio-campo,74
7339,Bahia,Amarelo,Rodrigo Eduardo Costa Marinho,Meio-campo,54
7340,Santos,Amarelo,Luiz Felipe,Zagueiro,35
7340,Sport,Amarelo,Sabino,Zagueiro,55
7340,Sport,Amarelo,André Felipe Ribeiro de Souza,Atacante,22
7341,Sao Paulo,Amarelo,Liziero,Meio-campo,67
7342,Juventude,Amarelo,Chico,Meio-campo,82
7343,Ceara,Vermelho,Cléber,Atacante,90
7343,Ceara,Amarelo,Cléber,Atacante,73
7343,Ceara,Amarelo,Bruno Pacheco,Zagueiro,67
7344,Atletico-GO,Amarelo,Natanael Batista Pimenta,Meio-campo,39
7345,Cuiaba,Amarelo,Clayson Henrique da Silva Vieira,Meio-campo,83
7345,Flamengo,Amarelo,Max Alves,Meio-campo,90+2
7345,Flamengo,Amarelo,Rodinei de Almeida,Zagueiro,40
7345,Flamengo,Amarelo,Diego Ribas,Meio-campo,32
7343,Bragantino,Amarelo,Raul,Meio-campo,20
7343,Ceara,Amarelo,Marlon,Meio-campo,69
7344,Atletico-GO,Amarelo,Janderson,Meio-campo,70
7345,Cuiaba,Amarelo,Danilo Gomes,Atacante,89
7345,Cuiaba,Amarelo,Marllon Borges,Zagueiro,40
7345,Flamengo,Amarelo,Victor Vinícius Coelho Santos,Meio-campo,64
7345,Flamengo,Amarelo,Bruno Henrique,Atacante,34
7346,Athletico-PR,Amarelo,Matheus Babi,Atacante,90+3
7346,Fortaleza,Amarelo,Yago Pikachu,Meio-campo,45+2
7346,Fortaleza,Amarelo,Robson Fernandes,Atacante,30
7347,America-MG,Amarelo,Ribamar,Atacante,72
7347,America-MG,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,43
7347,Santos,Amarelo,Lucas Braga Ribeiro,Meio-campo,44
7348,Corinthians,Amarelo,João Victor da Silva Marcelino,Zagueiro,82
7348,Internacional,Amarelo,Edenílson Andrade dos Santos,Meio-campo,86
7346,Athletico-PR,Amarelo,Abner Vinícius,Zagueiro,90+3
7346,Athletico-PR,Amarelo,Vitor Hugo Naum dos Santos,Meio-campo,34
7346,Fortaleza,Amarelo,Ronald,Meio-campo,34
7347,America-MG,Amarelo,Carlos Alberto,Atacante,89
7347,America-MG,Amarelo,Zé Ricardo,Meio-campo,45+2
7347,Santos,Amarelo,Luiz Felipe,Zagueiro,67
7347,Santos,Amarelo,Marcos Rogério Ricci Lopes,Zagueiro,38
7348,Corinthians,Amarelo,Roni,Meio-campo,35
7348,Internacional,Amarelo,Víctor Cuesta,Zagueiro,42
7349,Chapecoense,Amarelo,Derlan,Zagueiro,90+5
7349,Bahia,Amarelo,Thonny Anderson,Meio-campo,28
7350,Flamengo,Amarelo,João Gomes,Meio-campo,24
7351,Sport,Amarelo,Paulinho Moccelin,Atacante,90+4
7351,Palmeiras,Amarelo,Marcos Rocha,Zagueiro,10
7352,Ceara,Amarelo,Jael,Atacante,76
7352,Juventude,Amarelo,Guilherme Castilho,Meio-campo,64
7353,Bragantino,Amarelo,Bruno Praxedes,Meio-campo,61
7354,Cuiaba,Amarelo,Jonathan Cafú,Atacante,90+3
7354,Cuiaba,Amarelo,João Lucas,Zagueiro,90+1
7354,Cuiaba,Amarelo,Felipe Marques,Atacante,34
7354,Atletico-MG,Amarelo,Matías Zaracho,Meio-campo,55
7355,Gremio,Amarelo,Walter Kannemann,Zagueiro,89
7352,Juventude,Vermelho,Guilherme Castilho,Meio-campo,70
7349,Chapecoense,Amarelo,Ezequiel,Zagueiro,53
7350,Flamengo,Amarelo,Victor Vinícius Coelho Santos,Meio-campo,27
7350,Fluminense,Amarelo,Nino,Zagueiro,26
7351,Sport,Amarelo,José Welison,Meio-campo,13
7352,Ceara,Amarelo,Marcos Ytalo Benício da Silva,Zagueiro,77
7352,Juventude,Amarelo,Fernando José Pacheco Rivas,Atacante,80
7353,Sao Paulo,Amarelo,Luan Vinícius da Silva Santos,Meio-campo,61
7353,Bragantino,Amarelo,Lucas Evangelista,Meio-campo,53
7354,Cuiaba,Amarelo,Rafael Elias,Atacante,90+2
7354,Cuiaba,Amarelo,Uendel Pereira Gonçalves,Zagueiro,78
7354,Atletico-MG,Amarelo,Marrony,Atacante,90+4
7355,Gremio,Amarelo,Vanderson de Oliveira Campos,Zagueiro,90+3
7355,Gremio,Amarelo,Victor Bobsin,Meio-campo,20
7356,Santos,Amarelo,Luiz Felipe,Zagueiro,48
7356,Athletico-PR,Amarelo,Renato Kayzer,Atacante,86
