partida_id,clube,cartao,atleta,posicao,minuto
5552,Fluminense,Amarelo,Marcos Júnior,Meio-campo,43
5553,Figueirense,Amarelo,Marquinhos Pedroso,Zagueiro,63
5553,Figueirense,Amarelo,Jackson Caucaia,Meio-campo,56
5553,Sport,Amarelo,Everton Felipe,Meio-campo,61
5553,Sport,Amarelo,Sérgio Antônio Borges Júnior,Meio-campo,21
5548,America-MG,Amarelo,Leandro Guerreiro,Meio-campo,61
5548,Santos,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,44
5549,Coritiba,Amarelo,João Paulo Silva,Meio-campo,85
5549,Coritiba,Amarelo,José Carlos Ferreira Júnior,Zagueiro,28
5549,Ponte Preta,Amarelo,Antonio Carlos Capocasali,Zagueiro,50
5550,Palmeiras,Amarelo,Zé Roberto,Zagueiro,90+3
5550,Vitoria,Amarelo,Mário Sérgio Santos Costa,Meio-campo,89
5550,Vitoria,Amarelo,Euller,Zagueiro,55
5551,Santa Cruz,Amarelo,Wanderley de Jesus Sousa,Meio-campo,90+1
5551,Sao Paulo,Amarelo,Eugenio Mena,Zagueiro,49
5552,Internacional,Amarelo,Fabinho,Meio-campo,90
5552,Internacional,Amarelo,Alan Henrique Costa,Zagueiro,59
5552,Fluminense,Amarelo,Henrique Adriano Buss,Zagueiro,87
5552,Fluminense,Amarelo,Wellington Alves da Silva,Meio-campo,61
5553,Figueirense,Amarelo,Bruno Alves,Zagueiro,74
5553,Figueirense,Amarelo,Carlos Alberto Gomes de Jesus,Meio-campo,61
5553,Figueirense,Amarelo,Dodô,Meio-campo,45+1
5553,Sport,Amarelo,Ronaldo Alves,Zagueiro,44
5548,Santos,Vermelho,Vanderlei Farias da Silva,Goleiro,79
5555,Corinthians,Amarelo,Yago Fernando da Silva,Zagueiro,72
5555,Corinthians,Amarelo,André Felipe Ribeiro de Souza,Atacante,42
5555,Cruzeiro,Amarelo,Lucas Rios Marques,Zagueiro,90+4
5555,Cruzeiro,Amarelo,Ramón Ábila,Atacante,9
5554,Chapecoense,Amarelo,Lucas Gomes,,78
5555,Corinthians,Amarelo,Giovanni Augusto,Meio-campo,45
5555,Corinthians,Amarelo,Elias Mendes Trindade,Meio-campo,15
5555,Cruzeiro,Amarelo,Rafael Sóbis,Meio-campo,39
5557,Sport,Amarelo,Ronaldo Alves,Zagueiro,85
5557,Flamengo,Amarelo,Paolo Guerrero,Atacante,90+2
5557,Flamengo,Amarelo,Éverton Cardoso da Silva,Meio-campo,29
5558,Ponte Preta,Amarelo,João Vitor Lima Gomes,Meio-campo,47
5558,Figueirense,Amarelo,Carlos Alberto Gomes de Jesus,Meio-campo,40
5557,Sport,Amarelo,Rodney Wallace,Zagueiro,26
5557,Flamengo,Amarelo,Willian Arão,Meio-campo,58
5558,Ponte Preta,Amarelo,Roger Rodrigues da Silva,Atacante,50
5558,Figueirense,Amarelo,Wéverton Almeida Santos,Meio-campo,68
5559,America-MG,Amarelo,Danilo Barcelos,Zagueiro,64
5559,America-MG,Amarelo,Juninho,Meio-campo,56
5560,Gremio,Amarelo,Ramiro Moschen Benetti,,87
5560,Gremio,Amarelo,Edílson Mendes Guimarães,Zagueiro,35
5560,Corinthians,Amarelo,Rodrigo Eduardo Costa Marinho,Meio-campo,77
5561,Cruzeiro,Amarelo,Róbson Michael Signorini,Meio-campo,31
5561,Coritiba,Amarelo,Edinho,Meio-campo,60
5561,Coritiba,Amarelo,Willian José de Souza,Meio-campo,30
5562,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,70
5562,Santos,Amarelo,Luiz Felipe,Zagueiro,50
5562,Atletico-MG,Amarelo,Rafael de Souza Pereira,Meio-campo,74
5562,Atletico-MG,Amarelo,Fred,Atacante,50
5563,Santa Cruz,Amarelo,Luan Peres Petroni,Zagueiro,58
5564,Sao Paulo,Amarelo,Thiago Henrique Mendes Ribeiro,Meio-campo,45+1
5564,Botafogo-RJ,Amarelo,Luiz Ricardo Alves,,90+4
5565,Athletico-PR,Amarelo,Otávio Henrique Santos,Meio-campo,83
5565,Athletico-PR,Amarelo,Leonardo Moreira Morais,Zagueiro,8
5565,Palmeiras,Amarelo,Erik Nascimento de Lima,Meio-campo,69
5559,Fluminense,Amarelo,Marcos Júnior,Meio-campo,56
5559,America-MG,Amarelo,Suéliton Florencio Nogueira,Zagueiro,59
5559,America-MG,Amarelo,João Ricardo Riedi,Goleiro,28
5560,Gremio,Amarelo,Jailson Marques Siqueira,Meio-campo,82
5560,Gremio,Amarelo,Miller Bolaños,Atacante,16
5561,Cruzeiro,Amarelo,Ezequiel,Zagueiro,36
5561,Coritiba,Amarelo,Guilherme Parede,,65
5561,Coritiba,Amarelo,Luccas Claro,Zagueiro,59
5562,Santos,Amarelo,Yuri Oliveira Lima,,90+3
5562,Santos,Amarelo,Victor Ferraz,Zagueiro,55
5562,Atletico-MG,Amarelo,Fábio Santos,Zagueiro,79
5562,Atletico-MG,Amarelo,Victor,Goleiro,70
5563,Vitoria,Amarelo,Kieza,Atacante,56
5563,Santa Cruz,Amarelo,Danny Morais,Zagueiro,55
5564,Sao Paulo,Amarelo,Christian Cueva,Atacante,45+1
5564,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,Meio-campo,58
5565,Athletico-PR,Amarelo,Hernani Azevedo Junior,Meio-campo,34
5565,Palmeiras,Amarelo,Cleiton Xavier,,84
5565,Palmeiras,Amarelo,Thiago dos Santos,Meio-campo,10
5559,Fluminense,Amarelo,Cícero Santos,Meio-campo,90+2
5559,America-MG,Amarelo,Jonas Jessué da Silva Júnior,Zagueiro,67
5566,Chapecoense,Amarelo,José Gildeixon Clemente de Paiva,Meio-campo,42
5566,Internacional,Amarelo,Victor Vinícius Coelho Santos,Atacante,2
5566,Internacional,Amarelo,Fernando Paixão da Silva,Meio-campo,68
5567,Chapecoense,Amarelo,Guilherme Gimenez de Souza,Zagueiro,45
5567,America-MG,Amarelo,Matheus Leonardo Sales Cardoso,Meio-campo,46
5568,Sport,Amarelo,Paulo Roberto da Silva,Meio-campo,82
5568,Botafogo-RJ,Amarelo,Dierson,,81
5568,Sport,Amarelo,Samuel Xavier,Zagueiro,51
5569,Flamengo,Amarelo,Federico Mancuello,,90+4
5569,Gremio,Amarelo,Pedro Geromel,Zagueiro,28
5570,Athletico-PR,Amarelo,Thiago Heleno,Zagueiro,39
5571,Sao Paulo,Amarelo,Julio Buffarini,Zagueiro,89
5572,Fluminense,Amarelo,Edson Felipe da Cruz,Meio-campo,59
5573,Palmeiras,Amarelo,Thiago dos Santos,,90+1
5573,Palmeiras,Amarelo,Rafael Marques Mariano,Atacante,2
5573,Ponte Preta,Amarelo,Aranha,Goleiro,85
5573,Ponte Preta,Amarelo,Nino Paraíba,Zagueiro,63
5573,Ponte Preta,Amarelo,Fábio Ferreira,Zagueiro,5
5574,Santos,Amarelo,Jean Mota Oliveira de Souza,,90+3
5574,Santos,Amarelo,Léo Cittadini,Meio-campo,42
5575,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,Zagueiro,40
5575,Figueirense,Amarelo,Carlos Alberto Gomes de Jesus,Meio-campo,25
5575,Cruzeiro,Amarelo,Róbson Michael Signorini,Meio-campo,57
5575,Cruzeiro,Amarelo,Henrique Pacheco Lima,Meio-campo,26
5575,Figueirense,Vermelho,Carlos Alberto Gomes de Jesus,Meio-campo,62
5569,Flamengo,Amarelo,Leandro Damião,Atacante,54
5570,Athletico-PR,Amarelo,Sidcley Ferreira Pereira,Zagueiro,85
5571,Internacional,Amarelo,Paulo Marcos de Jesus Ribeiro,Zagueiro,35
5571,Sao Paulo,Amarelo,Christian Cueva,Meio-campo,67
5572,Fluminense,Amarelo,Igor Julião,,39
5573,Palmeiras,Amarelo,Thiago Martins Bueno,Zagueiro,77
5573,Ponte Preta,Amarelo,João Vitor Lima Gomes,Meio-campo,90+4
5573,Ponte Preta,Amarelo,Thiago Galhardo,,84
5573,Ponte Preta,Amarelo,Reinaldo Manoel da Silva,Zagueiro,58
5574,Coritiba,Amarelo,Neto Berola,Meio-campo,38
5574,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,51
5575,Figueirense,Amarelo,Élvis Vieira Araújo,,90+3
5575,Figueirense,Amarelo,Wéverton Almeida Santos,Meio-campo,27
5575,Cruzeiro,Amarelo,Lucas Rios Marques,Zagueiro,59
5575,Cruzeiro,Amarelo,Giorgian De Arrascaeta,Meio-campo,45+1
5575,Cruzeiro,Amarelo,Edimar Fraga,Zagueiro,18
5576,Corinthians,Amarelo,Fagner,Zagueiro,56
5576,Vitoria,Amarelo,Marcelo Machado dos Santos,Meio-campo,78
5576,Vitoria,Amarelo,Diogo Mateus,Zagueiro,44
5576,Corinthians,Amarelo,Fabián Balbuena,Zagueiro,55
5576,Vitoria,Amarelo,Vander Luiz Silva Souza,Meio-campo,45+1
5576,Vitoria,Amarelo,Mário Sérgio Santos Costa,Meio-campo,34
5577,Ponte Preta,Amarelo,Clayson Henrique da Silva Vieira,Meio-campo,65
5577,Corinthians,Amarelo,Ángel Romero,,75
5577,Ponte Preta,Amarelo,Roger Rodrigues da Silva,Atacante,37
5577,Corinthians,Vermelho,Fabián Balbuena,Zagueiro,18
5578,Cruzeiro,Amarelo,Ariel Cabral,Meio-campo,57
5578,Santa Cruz,Amarelo,Keno,Meio-campo,90+2
5578,Santa Cruz,Amarelo,Wanderley de Jesus Sousa,Meio-campo,8
5579,Santos,Amarelo,Thiago Maia,Meio-campo,47
5579,Figueirense,Amarelo,Werley Ananias da Silva,Zagueiro,90+3
5580,Gremio,Amarelo,Walter Kannemann,Zagueiro,88
5580,Gremio,Amarelo,Walace,Meio-campo,61
5580,Atletico-MG,Amarelo,Rafael de Souza Pereira,Meio-campo,63
5580,Atletico-MG,Amarelo,Leonardo Silva,Zagueiro,31
5581,Fluminense,Amarelo,Danilinho,,90+3
5581,Fluminense,Amarelo,Marquinho,,82
5581,Fluminense,Amarelo,Cícero Santos,Meio-campo,51
5581,Fluminense,Amarelo,Douglas Augusto Soares Gomes,Meio-campo,7
5581,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,Atacante,58
5581,Palmeiras,Amarelo,Yerry Mina,Zagueiro,43
5582,Chapecoense,Amarelo,Guilherme Gimenez de Souza,Zagueiro,70
5582,Chapecoense,Amarelo,Rafael Lima,,53
5583,Sao Paulo,Amarelo,Eugenio Mena,Zagueiro,82
5583,Coritiba,Amarelo,Edinho,Meio-campo,43
5584,Sport,Amarelo,Vinícius Vasconcelos Araújo,,81
5584,Sport,Amarelo,Paulo Roberto da Silva,Meio-campo,8
5584,Internacional,Amarelo,Fernando Paixão da Silva,,89
5584,Internacional,Amarelo,William de Asevedo Furtado,Meio-campo,33
5585,Vitoria,Amarelo,Kieza,Meio-campo,84
5585,Vitoria,Amarelo,Vander Luiz Silva Souza,Meio-campo,43
5585,America-MG,Amarelo,Alison Wágner Lira Ferreira,Zagueiro,88
5585,America-MG,Amarelo,Jonas Jessué da Silva Júnior,Zagueiro,84
5578,Cruzeiro,Amarelo,Rafael Sóbis,Meio-campo,90
5578,Cruzeiro,Amarelo,Lucas Romero,Meio-campo,40
5578,Santa Cruz,Amarelo,Uillian Correia,Meio-campo,44
5579,Santos,Amarelo,Renato Dirnei Florêncio,Meio-campo,60
5579,Santos,Amarelo,Jonathan Copete,Meio-campo,17
5579,Figueirense,Amarelo,Wéverton Almeida Santos,Meio-campo,24
5580,Gremio,Amarelo,Miller Bolaños,Atacante,68
5580,Gremio,Amarelo,Wallace Reis da Silva,Zagueiro,9
5580,Atletico-MG,Amarelo,Fred,Atacante,35
5580,Atletico-MG,Amarelo,Lucas Cândido,Meio-campo,14
5581,Fluminense,Amarelo,Gum,Zagueiro,85
5581,Fluminense,Amarelo,Marcos Júnior,Meio-campo,80
5581,Fluminense,Amarelo,Wellington Alves da Silva,Meio-campo,37
5581,Palmeiras,Amarelo,Arouca,,83
5581,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,Zagueiro,49
5581,Palmeiras,Amarelo,Gabriel Jesus,Atacante,15
5582,Chapecoense,Amarelo,Josimar,Meio-campo,68
5582,Chapecoense,Amarelo,Alejandro Martinuccio,Meio-campo,10
5583,Sao Paulo,Amarelo,Julio Buffarini,Zagueiro,20
5584,Sport,Amarelo,Apodi,,90+4
5584,Sport,Amarelo,Matheus Ferraz Pereira,Zagueiro,56
5584,Internacional,Amarelo,Ariel Nahuelpán,,90+1
5584,Internacional,Amarelo,Rodrigo Dourado,Meio-campo,49
5584,Internacional,Amarelo,Fabinho,Meio-campo,15
5585,Vitoria,Amarelo,Marcelo Machado dos Santos,Meio-campo,57
5585,America-MG,Amarelo,Gilson Gomes do Nascimento,Zagueiro,90+1
5585,America-MG,Amarelo,Pablo de Barros,Meio-campo,88
5585,America-MG,Amarelo,Osman,Meio-campo,83
5586,Athletico-PR,Amarelo,Hernani Azevedo Junior,Meio-campo,68
5586,Athletico-PR,Amarelo,Thiago Heleno,Zagueiro,19
5586,Botafogo-RJ,Amarelo,Diogo Barbosa,Zagueiro,28
5586,Athletico-PR,Amarelo,Lucas Fernandes,Meio-campo,27
5586,Botafogo-RJ,Amarelo,Leandrinho,,85
5546,Fluminense,Amarelo,Renato de Araújo Chaves Júnior,Zagueiro,21
5546,Figueirense,Amarelo,Carlos Alberto Gomes de Jesus,Meio-campo,49
5546,Figueirense,Amarelo,Bruno Alves,Zagueiro,1
5546,Fluminense,Amarelo,Wellington do Nascimento Silva,Zagueiro,70
5546,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,Meio-campo,11
5546,Figueirense,Amarelo,Jackson Caucaia,Meio-campo,35
5556,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,63
5556,Gremio,Amarelo,Edílson Mendes Guimarães,Zagueiro,76
5556,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,Atacante,39
5556,Botafogo-RJ,Amarelo,Airton Ribeiro Santos,Meio-campo,74
5556,Botafogo-RJ,Amarelo,Emerson Santos,Zagueiro,43
5556,Gremio,Amarelo,Ramiro Moschen Benetti,,74
5556,Gremio,Amarelo,Maicon,Meio-campo,31
5587,Santa Cruz,Amarelo,Danilo Pires,,85
5587,Chapecoense,Amarelo,Josimar,Meio-campo,88
5587,Chapecoense,Amarelo,Arthur Brasiliano Maia,Meio-campo,24
5588,Athletico-PR,Amarelo,Luan Michel Louzã,Meio-campo,45+2
5589,Botafogo-RJ,Amarelo,Sidão,Goleiro,90+3
5589,Botafogo-RJ,Amarelo,Victor Luis,,75
5589,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,40
5591,Palmeiras,Amarelo,Jean Raphael Vanderlei Moreira,Zagueiro,85
5591,Palmeiras,Amarelo,Gabriel Girotto Franco,Meio-campo,45+4
5591,Sao Paulo,Amarelo,Eugenio Mena,,84
5592,Flamengo,Amarelo,Leandro Damião,Atacante,90+2
5592,Ponte Preta,Amarelo,Reinaldo Manoel da Silva,Zagueiro,42
5593,Coritiba,Amarelo,João Paulo Silva,Meio-campo,69
5593,Coritiba,Amarelo,Iago Dias,Meio-campo,23
5589,Fluminense,Amarelo,Edson Felipe da Cruz,Meio-campo,15
5590,Atletico-MG,Amarelo,Edcarlos,Zagueiro,78
5590,Vitoria,Amarelo,Alípio,,66
5590,Vitoria,Amarelo,Fernando Miguel Kaufmann,Goleiro,40
5587,Santa Cruz,Vermelho,Luan Peres Petroni,Zagueiro,60
5587,Santa Cruz,Amarelo,Wellington da Silva Pinto,,87
5587,Santa Cruz,Amarelo,Luan Peres Petroni,Zagueiro,42
5587,Chapecoense,Amarelo,Ananias Elói Castro Monteiro,,78
5588,Figueirense,Amarelo,Wéverton Almeida Santos,Meio-campo,68
5588,Athletico-PR,Amarelo,Paulo André,Zagueiro,7
5589,Botafogo-RJ,Amarelo,Diego,Zagueiro,79
5589,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,Meio-campo,52
5589,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,Meio-campo,53
5591,Palmeiras,Amarelo,Yerry Mina,Zagueiro,53
5591,Sao Paulo,Amarelo,Lyanco,,90+1
5591,Sao Paulo,Amarelo,Andrés Chávez,Atacante,49
5592,Ponte Preta,Amarelo,Thiago Galhardo,Meio-campo,66
5592,Ponte Preta,Amarelo,Clayson Henrique da Silva Vieira,Meio-campo,5
5593,Coritiba,Amarelo,Neto Berola,Meio-campo,32
5590,Atletico-MG,Amarelo,Clayton da Silveira da Silva,,90+3
5590,Vitoria,Amarelo,Ramon Menezes Roma,Zagueiro,75
5590,Vitoria,Amarelo,Diogo Mateus,Zagueiro,65
5590,Vitoria,Amarelo,Marcelo Machado dos Santos,Meio-campo,38
5594,Corinthians,Amarelo,Vilson Xavier de Menezes Júnior,Zagueiro,14
5594,Sport,Amarelo,Durval,Zagueiro,35
5595,Cruzeiro,Amarelo,Bruno Rodrigo,Zagueiro,51
5596,Internacional,Amarelo,Luis Manuel Seijas,Meio-campo,90+2
5596,Internacional,Amarelo,Fabinho,Meio-campo,60
5596,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,45+1
5596,Santos,Amarelo,Victor Ferraz,Zagueiro,26
5594,Corinthians,Amarelo,Yago Fernando da Silva,Zagueiro,77
5594,Sport,Amarelo,Gabriel Xavier,Meio-campo,58
5595,America-MG,Amarelo,Jonas Jessué da Silva Júnior,Zagueiro,53
5595,Cruzeiro,Amarelo,Ramón Ábila,Atacante,45
5596,Internacional,Amarelo,Eduardo Henrique,,89
5596,Internacional,Amarelo,Anselmo de Moraes,Meio-campo,18
5596,Santos,Amarelo,Ricardo Oliveira,Atacante,30
5596,Santos,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,19
5596,Santos,Vermelho,Lucas Rafael Araújo Lima,Meio-campo,45
5597,Vitoria,Amarelo,Sherman Cárdenas,Meio-campo,63
5597,Flamengo,Amarelo,Rafael Vaz,Zagueiro,90+3
5597,Vitoria,Vermelho,Diego Renan,Zagueiro,73
5597,Vitoria,Amarelo,Diego Renan,Zagueiro,57
5598,Chapecoense,Amarelo,Thiego,Zagueiro,26
5598,Coritiba,Amarelo,Juan Maldonado Jaimez Júnior,Zagueiro,66
5599,Sao Paulo,Amarelo,Kelvin Mateus de Oliveira,Meio-campo,59
5599,Figueirense,Amarelo,Jefferson Nogueira,Meio-campo,60
5600,Cruzeiro,Amarelo,Lucas Romero,,90+2
5600,Cruzeiro,Amarelo,Giorgian De Arrascaeta,Meio-campo,74
5600,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,37
5601,Sport,Amarelo,Apodi,,85
5601,Santa Cruz,Amarelo,Wanderley de Jesus Sousa,Meio-campo,67
5602,Internacional,Amarelo,Aylon,Atacante,48
5603,Santos,Amarelo,Jonathan Copete,Meio-campo,30
5604,Ponte Preta,Amarelo,João Vitor Lima Gomes,Meio-campo,85
5604,America-MG,Amarelo,Ernandes Dias Luz,,90+2
5605,Gremio,Amarelo,Douglas dos Santos,Meio-campo,55
5605,Gremio,Amarelo,Edílson Mendes Guimarães,Zagueiro,37
5605,Palmeiras,Amarelo,Gabriel Girotto Franco,Zagueiro,85
5601,Santa Cruz,Vermelho,Wanderley de Jesus Sousa,Meio-campo,86
5598,Chapecoense,Amarelo,José Gildeixon Clemente de Paiva,Meio-campo,41
5598,Coritiba,Amarelo,Alan Santos da Silva,Meio-campo,82
5598,Coritiba,Amarelo,Evandro da Silva,,53
5599,Sao Paulo,Amarelo,Thiago Henrique Mendes Ribeiro,Meio-campo,11
5599,Figueirense,Amarelo,Dodô,Meio-campo,9
5600,Cruzeiro,Amarelo,Willian Gomes de Siqueira,,88
5600,Cruzeiro,Amarelo,Ramón Ábila,Atacante,41
5600,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,Meio-campo,9
5601,Sport,Amarelo,Luis Carlos Ruiz,Atacante,55
5602,Internacional,Amarelo,Artur,Zagueiro,77
5603,Santos,Amarelo,Emiliano Vecchio,,88
5603,Corinthians,Amarelo,Fagner,Zagueiro,27
5604,Ponte Preta,Amarelo,Ravanelli Ferreira dos Santos,,73
5605,Gremio,Amarelo,Walace,Meio-campo,61
5605,Gremio,Amarelo,Walter Kannemann,Zagueiro,52
5605,Palmeiras,Amarelo,Jailson,Goleiro,90+4
5605,Palmeiras,Amarelo,Edu Dracena,Zagueiro,62
5601,Sport,Vermelho,Diego Souza,Meio-campo,86
5606,Fluminense,Amarelo,Wellington Alves da Silva,Meio-campo,45+1
5606,Atletico-MG,Amarelo,Edcarlos,Zagueiro,75
5606,Atletico-MG,Amarelo,Lucas Pratto,Atacante,31
5606,Atletico-MG,Amarelo,Carlos César Neves,Zagueiro,90+3
5606,Atletico-MG,Amarelo,Rómulo Otero,,65
5607,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,Meio-campo,45+2
5608,America-MG,Amarelo,Osman,Meio-campo,82
5609,Ponte Preta,Amarelo,Matheus Jesus,Meio-campo,84
5609,Gremio,Amarelo,Marcelo Oliveira Ferreira,Zagueiro,25
5610,Santa Cruz,Amarelo,João Paulo,Meio-campo,84
5610,Athletico-PR,Amarelo,Pablo Felipe Teixeira,Atacante,80
5610,Athletico-PR,Amarelo,Luan Michel Louzã,Meio-campo,43
5611,Coritiba,Amarelo,Nery Bareiro,Zagueiro,90+2
5611,Coritiba,Amarelo,Alan Santos da Silva,Meio-campo,44
5612,Palmeiras,Amarelo,Gabriel Jesus,Atacante,69
5612,Flamengo,Amarelo,Márcio Rodrigues Araújo,Meio-campo,16
5611,Coritiba,Vermelho,João Paulo Silva,Meio-campo,81
5607,Botafogo-RJ,Amarelo,Rodrigo Pimpão,,80
5607,Santos,Amarelo,Jean Mota Oliveira de Souza,Meio-campo,36
5608,America-MG,Amarelo,Pablo de Barros,Meio-campo,67
5609,Ponte Preta,Amarelo,Douglas Grolli,Zagueira,30
5610,Santa Cruz,Amarelo,Bruno Eduardo Moraes,Atacante,90+2
5610,Santa Cruz,Amarelo,Uillian Correia,Meio-campo,35
5610,Athletico-PR,Amarelo,André Lima,,71
5610,Athletico-PR,Amarelo,Leonardo Moreira Morais,Zagueiro,42
5611,Coritiba,Amarelo,João Paulo Silva,Meio-campo,45
5611,Corinthians,Amarelo,Fagner,Zagueiro,27
5612,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,Zagueiro,51
5608,America-MG,Vermelho,Pablo de Barros,Meio-campo,71
5612,Flamengo,Vermelho,Márcio Rodrigues Araújo,Meio-campo,40
5614,Fluminense,Amarelo,Douglas Augusto Soares Gomes,Meio-campo,84
5614,Fluminense,Amarelo,Wellington do Nascimento Silva,Zagueiro,36
5614,Chapecoense,Amarelo,Thiego,Zagueiro,86
5614,Chapecoense,Amarelo,Matheus Biteco,Meio-campo,38
5616,Internacional,Amarelo,Nicolás Federico López,Meio-campo,56
5616,Vitoria,Amarelo,Antônio Eduardo Pereira dos Santos,Zagueiro,88
5616,Vitoria,Amarelo,Kieza,Meio-campo,58
5616,Vitoria,Amarelo,Euller,Zagueiro,32
5613,Sport,Vermelho,Magrão,Goleiro,39
5613,Sport,Amarelo,Samuel Xavier,Zagueiro,45+4
5614,Fluminense,Amarelo,Francinilson Santos Meirelles,,71
5614,Chapecoense,Amarelo,Bruno Rangel,,87
5614,Chapecoense,Amarelo,Guilherme Gimenez de Souza,Zagueiro,63
5616,Internacional,Amarelo,Geferson Cerqueira Teles,Zagueiro,90+5
5616,Internacional,Amarelo,Luis Manuel Seijas,Meio-campo,40
5616,Vitoria,Amarelo,Vander Luiz Silva Souza,,71
5616,Vitoria,Amarelo,Mário Sérgio Santos Costa,Meio-campo,49
5615,Cruzeiro,Vermelho,Manoel Messias Silva Carvalho,Zagueiro,87
5617,Corinthians,Amarelo,Fabián Balbuena,Zagueiro,33
5617,Palmeiras,Amarelo,Moisés Lima Magalhães,Meio-campo,83
5617,Palmeiras,Amarelo,Gabriel Girotto Franco,Meio-campo,37
5617,Corinthians,Vermelho,Léo Príncipe,Zagueiro,75
5617,Corinthians,Amarelo,Léo Príncipe,Zagueiro,63
5617,Palmeiras,Amarelo,Thiago dos Santos,,86
5617,Palmeiras,Amarelo,Leandro,Atacante,56
5618,Flamengo,Amarelo,Willian Arão,Meio-campo,76
5618,Figueirense,Amarelo,Wéverton Almeida Santos,,48
5619,Cruzeiro,Amarelo,Lucas Rios Marques,Zagueiro,53
5619,Atletico-MG,Amarelo,Fábio Santos,Zagueiro,45+1
5621,Gremio,Amarelo,Walter Kannemann,Zagueiro,77
5621,Gremio,Amarelo,Maicon,Meio-campo,44
5621,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,Meio-campo,67
5621,Fluminense,Amarelo,Henrique Dourado,Atacante,17
5622,Chapecoense,Amarelo,Josimar,Meio-campo,31
5623,Sao Paulo,Amarelo,Denis César de Matos,Goleiro,78
5624,Santa Cruz,Amarelo,Wellington Cézar Alves de Lima,,90
5625,Vitoria,Amarelo,Marcelo Machado dos Santos,Meio-campo,19
5625,Botafogo-RJ,Amarelo,Emerson dos Santos da Silva,Zagueiro,62
5625,Botafogo-RJ,Amarelo,Victor Luis,Zagueiro,41
5619,Cruzeiro,Vermelho,Lucas Rios Marques,Zagueiro,90
5618,Flamengo,Amarelo,Diego Ribas,Meio-campo,90+3
5618,Figueirense,Amarelo,Marquinhos Pedroso,Zagueiro,67
5618,Figueirense,Amarelo,Bruno Alves,Zagueiro,27
5619,Atletico-MG,Amarelo,Rómulo Otero,Meio-campo,57
5620,Coritiba,Amarelo,Leandro,Meio-campo,16
5621,Gremio,Amarelo,Pedro Geromel,Zagueiro,59
5621,Gremio,Amarelo,Edílson Mendes Guimarães,Zagueiro,42
5621,Fluminense,Amarelo,Wellington do Nascimento Silva,Zagueiro,45+2
5622,Chapecoense,Amarelo,Filipe Machado,Zagueiro,90
5623,Athletico-PR,Amarelo,Leonardo Moreira Morais,Zagueiro,51
5624,Santos,Amarelo,Luiz Felipe,Zagueiro,84
5625,Vitoria,Amarelo,Vander Luiz Silva Souza,,90
5625,Botafogo-RJ,Amarelo,Rodrigo Pimpão,Meio-campo,90+3
5625,Botafogo-RJ,Amarelo,Diogo Barbosa,Meio-campo,57
5625,Botafogo-RJ,Amarelo,Dudu Cearense,Meio-campo,23
5618,Figueirense,Vermelho,Marquinhos Pedroso,Zagueiro,85
5626,America-MG,Amarelo,Michael Vinicius Silva de Morais,,90+1
5626,Internacional,Amarelo,Anselmo de Moraes,Meio-campo,69
5626,Internacional,Amarelo,Artur,Zagueiro,85
5627,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,Meio-campo,49
5627,Coritiba,Amarelo,Nery Bareiro,Zagueiro,50
5628,Sport,Amarelo,Vinícius Vasconcelos Araújo,,90
5628,Sport,Amarelo,Matheus Ferraz Pereira,Zagueiro,26
5628,Santos,Amarelo,Jonathan Copete,Meio-campo,15
5629,America-MG,Amarelo,Juninho,Meio-campo,86
5629,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,Meio-campo,79
5627,Palmeiras,Amarelo,Moisés Lima Magalhães,Meio-campo,49
5627,Coritiba,Amarelo,Edinho,Meio-campo,54
5627,Coritiba,Amarelo,Iago Dias,Meio-campo,41
5628,Sport,Amarelo,Neto,Meio-campo,41
5628,Santos,Amarelo,Elano,,74
5629,America-MG,Amarelo,Leandro Guerreiro,Meio-campo,90
5629,Botafogo-RJ,Amarelo,Airton Ribeiro Santos,Meio-campo,90+4
5629,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,67
5628,Santos,Vermelho,Elano,,74
5631,Santa Cruz,Amarelo,Matías Pisano,Meio-campo,53
5632,Vitoria,Amarelo,Zé Love,Meio-campo,58
5632,Vitoria,Amarelo,Marcelo Machado dos Santos,Meio-campo,28
