partida_id,clube,chutes,posse_de_bola,passes,precisao_passes,faltas,impedimentos,escanteios
7335,Atletico-GO,12,0.42,336,0.72,24,1,5
7335,Bragantino,12,0.58,468,0.8,16,0,8
7336,Fluminense,12,0.56,517,0.86,16,1,9
7336,Athletico-PR,11,0.44,430,0.85,15,1,2
7337,Fortaleza,22,0.64,458,0.82,17,2,2
7337,Chapecoense,9,0.36,259,0.65,24,2,7
7338,Internacional,16,0.67,544,0.85,14,0,7
7338,Palmeiras,14,0.33,269,0.68,13,1,3
7339,Bahia,20,0.72,605,0.89,6,3,8
7339,America-MG,16,0.28,238,0.72,9,5,4
7340,Santos,13,0.68,592,0.84,11,1,7
7340,Sport,8,0.32,286,0.7,19,3,1
7341,Corinthians,10,0.41,388,0.78,15,1,5
7341,Sao Paulo,8,0.59,559,0.85,26,5,3
7342,Juventude,11,0.3,295,0.74,15,0,3
7342,Gremio,13,0.7,689,0.9,12,1,6
7343,Bragantino,13,0.65,532,0.84,11,0,6
7343,Ceara,8,0.35,307,0.72,17,2,6
7344,Atletico-MG,19,0.46,480,0.82,13,1,4
7344,Atletico-GO,7,0.54,561,0.84,12,1,4
7345,Cuiaba,9,0.43,418,0.86,18,2,1
7345,Flamengo,12,0.57,528,0.85,26,3,5
7346,Athletico-PR,16,0.41,364,0.78,18,3,3
7346,Fortaleza,15,0.59,513,0.84,14,0,4
7347,America-MG,8,0.27,245,0.69,13,4,2
7347,Santos,21,0.73,636,0.87,6,2,12
7348,Corinthians,20,0.58,540,0.82,11,0,3
7348,Internacional,7,0.42,407,0.73,17,2,2
7349,Chapecoense,7,0.47,389,0.75,14,4,9
7349,Bahia,13,0.53,452,0.79,13,0,5
7350,Flamengo,21,0.67,579,0.88,11,0,6
7350,Fluminense,11,0.33,282,0.73,15,2,5
7351,Sport,13,0.49,414,0.85,23,0,3
7351,Palmeiras,14,0.51,436,0.83,13,1,6
7352,Ceara,12,0.64,530,0.84,23,0,4
7352,Juventude,4,0.36,302,0.71,15,0,3
7353,Sao Paulo,9,0.48,452,0.78,25,2,4
7353,Bragantino,12,0.52,483,0.81,14,1,7
7354,Cuiaba,11,0.6,564,0.87,14,2,5
7354,Atletico-MG,4,0.4,387,0.8,15,2,1
7355,Gremio,21,0.63,662,0.89,16,2,11
7355,Atletico-GO,10,0.37,405,0.8,9,4,7
7356,Santos,18,0.54,503,0.86,17,2,7
7356,Athletico-PR,11,0.46,428,0.8,13,2,4
7357,Bahia,8,0.53,508,0.85,19,1,3
7357,Juventude,9,0.47,468,0.83,19,3,2
7358,Bragantino,10,0.54,436,0.81,15,0,4
7358,Cuiaba,9,0.46,388,0.78,21,1,6
7359,Fortaleza,16,0.56,466,0.83,18,2,2
7359,America-MG,11,0.44,378,0.79,16,1,3
7360,Palmeiras,18,0.47,429,0.85,15,2,4
7360,Gremio,12,0.53,465,0.88,16,0,5
7361,Atletico-MG,12,0.49,501,0.86,19,2,3
7361,Flamengo,16,0.51,497,0.88,10,3,6
7362,Atletico-GO,13,0.57,513,0.87,16,0,4
7362,Sport,11,0.43,372,0.83,9,1,7
7363,Internacional,9,0.52,416,0.76,21,0,7
7363,Sao Paulo,11,0.48,396,0.76,24,4,3
7364,Fluminense,16,0.64,488,0.82,24,2,4
7364,Ceara,7,0.36,282,0.7,21,0,0
7365,Chapecoense,14,0.42,397,0.81,17,2,5
7365,Corinthians,12,0.58,549,0.87,10,0,8
7366,Palmeiras,14,0.35,280,0.76,19,3,6
7366,Santos,12,0.65,498,0.91,21,0,5
7367,Gremio,11,0.51,409,0.73,12,2,5
7367,Internacional,16,0.49,401,0.76,19,0,7
7368,Athletico-PR,22,0.55,490,0.83,18,0,3
7368,Bragantino,16,0.45,409,0.8,16,3,2
7369,Sport,11,0.49,446,0.81,16,2,1
7369,Fluminense,13,0.51,455,0.85,13,3,3
7370,Sao Paulo,15,0.63,566,0.83,16,2,2
7370,Bahia,6,0.37,341,0.71,15,0,1
7371,America-MG,12,0.49,386,0.76,15,3,8
7371,Atletico-MG,13,0.51,403,0.76,17,0,10
7372,Juventude,15,0.51,454,0.84,17,1,4
7372,Atletico-GO,8,0.49,459,0.84,23,0,3
7373,Cuiaba,11,0.41,338,0.81,9,1,4
7373,Ceara,20,0.59,479,0.83,13,2,7
7374,Flamengo,24,0.72,661,0.89,19,0,11
7374,Chapecoense,13,0.28,262,0.68,16,2,1
7375,Fortaleza,16,0.43,411,0.84,13,1,7
7375,Corinthians,7,0.57,529,0.88,14,1,6
7376,Ceara,21,0.53,436,0.84,11,3,5
7376,Athletico-PR,9,0.47,386,0.84,15,0,5
7377,Sao Paulo,10,0.59,358,0.77,18,1,9
7377,Fortaleza,9,0.41,267,0.69,20,1,5
7378,Corinthians,12,0.37,363,0.75,9,0,2
7378,Atletico-MG,13,0.63,602,0.87,22,2,5
7379,Fluminense,10,0.57,549,0.86,13,0,3
7379,Gremio,8,0.43,416,0.85,12,0,4
7380,Chapecoense,11,0.41,372,0.81,15,1,6
7380,Cuiaba,11,0.59,543,0.86,13,2,2
7381,Atletico-GO,11,0.58,476,0.85,8,4,4
7381,Palmeiras,15,0.42,337,0.82,16,3,6
7382,Bahia,11,0.35,332,0.81,18,0,4
7382,Flamengo,16,0.65,633,0.89,8,2,3
7383,Internacional,14,0.51,428,0.83,19,0,7
7383,Juventude,11,0.49,433,0.82,14,2,5
7384,Bragantino,11,0.39,316,0.74,17,2,5
7384,Santos,16,0.61,485,0.8,15,3,4
7385,America-MG,16,0.64,468,0.81,19,2,9
7385,Sport,11,0.36,274,0.66,22,2,4
7295,Cuiaba,20,0.56,444,0.83,17,0,0
7295,Atletico-GO,9,0.44,346,0.75,14,0,4
7386,Gremio,12,0.52,471,0.77,20,1,8
7386,America-MG,18,0.48,432,0.77,16,1,5
7387,Palmeiras,10,0.5,484,0.85,13,2,7
7387,Fluminense,9,0.5,476,0.9,9,1,5
7388,Atletico-MG,12,0.6,511,0.86,17,3,8
7388,Bahia,11,0.4,331,0.81,14,0,8
7389,Fortaleza,14,0.34,279,0.71,21,1,3
7389,Bragantino,13,0.66,513,0.83,14,0,5
7390,Flamengo,12,0.58,428,0.78,23,2,7
7390,Sao Paulo,18,0.42,316,0.72,16,4,4
7391,Santos,29,0.75,659,0.89,14,3,15
7391,Atletico-GO,7,0.25,242,0.67,7,2,2
7392,Athletico-PR,11,0.53,413,0.81,14,1,8
7392,Internacional,13,0.47,373,0.82,13,0,2
7393,Sport,12,0.55,415,0.8,12,2,2
7393,Ceara,14,0.45,345,0.77,13,1,8
7394,Juventude,13,0.32,266,0.73,16,1,3
7394,Chapecoense,7,0.68,545,0.86,15,1,1
7395,Cuiaba,16,0.53,501,0.85,16,4,5
7395,Corinthians,4,0.47,467,0.81,12,2,5
7396,Sao Paulo,12,0.54,403,0.81,20,2,7
7396,Palmeiras,7,0.46,350,0.79,15,1,2
7397,Internacional,12,0.58,510,0.81,20,2,2
7397,Cuiaba,13,0.42,379,0.77,18,0,3
7398,Bragantino,12,0.53,531,0.82,13,1,4
7398,Gremio,7,0.47,473,0.8,19,0,5
7399,Corinthians,9,0.34,389,0.79,7,0,3
7399,Flamengo,17,0.66,742,0.89,13,1,6
7400,Atletico-MG,11,0.61,616,0.9,14,1,4
7400,Athletico-PR,8,0.39,400,0.8,12,1,2
7401,Chapecoense,20,0.44,361,0.77,17,3,6
7401,Santos,11,0.56,458,0.83,13,0,5
7402,Bahia,21,0.6,512,0.86,16,0,11
7402,Sport,8,0.4,354,0.78,18,1,2
7403,Atletico-GO,7,0.53,388,0.73,21,1,4
7403,America-MG,16,0.47,338,0.73,14,1,5
7404,Ceara,12,0.48,313,0.75,13,2,5
7404,Fortaleza,28,0.52,331,0.79,12,1,9
7406,Sport,17,0.38,274,0.73,17,0,9
7406,Bragantino,13,0.62,451,0.85,14,1,8
7407,Athletico-PR,15,0.52,427,0.8,12,1,8
7407,Sao Paulo,11,0.48,419,0.8,16,2,2
7408,Palmeiras,20,0.62,507,0.85,22,1,6
7408,Fortaleza,15,0.38,324,0.77,13,2,2
7409,Cuiaba,11,0.4,315,0.75,15,2,4
7409,Bahia,9,0.6,455,0.83,17,5,11
7410,Juventude,6,0.34,310,0.75,17,1,4
7410,Atletico-MG,20,0.66,586,0.88,14,2,5
7411,America-MG,15,0.44,365,0.77,17,1,4
7411,Fluminense,7,0.56,462,0.79,13,1,8
7412,Santos,11,0.57,561,0.87,17,3,5
7412,Corinthians,9,0.43,426,0.84,9,1,3
7413,Ceara,19,0.41,350,0.79,18,1,6
7413,Atletico-GO,7,0.59,516,0.82,15,0,3
7414,Flamengo,11,0.64,559,0.87,9,1,7
7414,Internacional,9,0.36,331,0.76,15,0,2
7415,Gremio,20,0.54,547,0.82,14,2,9
7415,Chapecoense,6,0.46,474,0.81,10,0,3
7416,Bragantino,5,0.54,456,0.81,14,1,2
7416,Juventude,13,0.46,379,0.8,14,2,9
7417,Atletico-MG,15,0.67,658,0.89,14,1,11
7417,Palmeiras,1,0.33,322,0.8,14,1,2
7418,Sao Paulo,12,0.64,553,0.84,14,2,6
7418,Gremio,9,0.36,312,0.73,16,1,2
7419,Flamengo,17,0.65,637,0.87,14,2,6
7419,Sport,4,0.35,348,0.77,11,0,3
7420,Corinthians,7,0.61,631,0.87,7,0,7
7420,Ceara,15,0.39,399,0.79,16,0,6
7421,Bahia,16,0.54,489,0.84,18,3,4
7421,Atletico-GO,12,0.46,433,0.81,11,1,5
7422,Cuiaba,12,0.39,331,0.83,15,2,3
7422,Athletico-PR,9,0.61,499,0.87,20,1,5
7423,Fortaleza,12,0.45,390,0.82,17,4,6
7423,Santos,8,0.55,471,0.83,13,1,2
7424,Internacional,17,0.35,347,0.83,14,2,5
7424,Fluminense,10,0.65,622,0.89,8,0,8
7425,Chapecoense,10,0.41,300,0.68,10,1,3
7425,America-MG,18,0.59,402,0.83,11,3,9
7315,Cuiaba,10,0.53,415,0.79,12,0,2
7315,Gremio,7,0.47,370,0.75,10,2,7
7426,Atletico-GO,16,0.7,559,0.85,13,1,6
7426,Chapecoense,8,0.3,234,0.73,24,3,1
7427,Gremio,15,0.53,489,0.82,12,0,4
7427,Bahia,9,0.47,425,0.8,15,0,2
7428,Juventude,19,0.56,495,0.84,8,0,5
7428,Fortaleza,16,0.44,395,0.79,9,2,9
7429,Palmeiras,31,0.66,544,0.86,8,4,13
7429,Cuiaba,9,0.34,306,0.73,14,3,3
7430,Ceara,12,0.37,338,0.73,13,1,4
7430,Flamengo,18,0.63,582,0.84,12,0,5
7431,Athletico-PR,16,0.44,479,0.85,12,1,4
7431,Corinthians,8,0.56,599,0.86,7,1,2
7432,Santos,10,0.52,434,0.81,19,2,4
7432,Internacional,13,0.48,406,0.77,14,1,4
7433,Sport,15,0.48,382,0.76,15,0,3
7433,Sao Paulo,12,0.52,422,0.79,17,0,7
7434,America-MG,14,0.51,440,0.81,14,2,9
7434,Bragantino,10,0.49,449,0.79,15,2,0
7435,Fluminense,9,0.34,306,0.8,16,2,6
7435,Atletico-MG,19,0.66,602,0.87,16,1,6
7436,Sport,20,0.55,415,0.81,17,1,11
7436,Chapecoense,15,0.45,354,0.79,17,2,5
7437,Santos,11,0.49,445,0.87,14,3,4
7437,Flamengo,18,0.51,456,0.86,14,2,5
7438,Gremio,11,0.44,462,0.85,17,0,6
7438,Corinthians,6,0.56,593,0.87,7,0,4
7439,Palmeiras,16,0.49,459,0.86,10,4,8
7439,Athletico-PR,11,0.51,489,0.84,16,1,3
7440,America-MG,19,0.38,285,0.71,19,2,9
7440,Ceara,6,0.62,481,0.77,13,1,2
7441,Juventude,9,0.39,298,0.75,15,0,3
7441,Sao Paulo,7,0.61,460,0.82,21,3,8
7442,Atletico-GO,8,0.52,429,0.81,13,3,6
7442,Internacional,7,0.48,397,0.76,15,1,6
7443,Bragantino,5,0.33,333,0.75,16,1,1
7443,Atletico-MG,26,0.67,653,0.9,18,1,17
7444,Fluminense,6,0.48,391,0.77,19,2,3
7444,Bahia,10,0.52,398,0.75,21,3,8
7445,Fortaleza,19,0.65,539,0.85,15,2,7
7445,Cuiaba,11,0.35,307,0.76,17,2,4
7405,Fluminense,12,0.64,579,0.87,23,1,7
7405,Juventude,7,0.36,330,0.78,18,1,2
7446,Bahia,13,0.4,315,0.69,25,2,6
7446,Fortaleza,18,0.6,467,0.78,7,0,4
7447,Cuiaba,14,0.36,330,0.74,11,0,3
7447,Santos,18,0.64,551,0.89,11,1,5
7448,Athletico-PR,16,0.59,481,0.86,10,2,9
7448,Sport,9,0.41,346,0.78,9,3,7
7449,Corinthians,11,0.59,628,0.89,15,0,2
7449,Juventude,12,0.41,437,0.85,20,1,2
7450,Chapecoense,11,0.55,519,0.84,18,1,8
7450,Fluminense,9,0.45,439,0.82,4,0,4
7456,America-MG,27,0.56,426,0.81,14,3,9
7456,Athletico-PR,7,0.44,350,0.75,17,1,5
7457,Juventude,17,0.63,560,0.86,12,4,5
7457,Cuiaba,3,0.37,349,0.74,13,1,0
7458,Bragantino,12,0.56,501,0.87,17,2,3
7458,Chapecoense,22,0.44,387,0.82,13,1,6
7459,Santos,10,0.65,566,0.82,16,0,5
7459,Bahia,13,0.35,312,0.68,20,0,1
7460,Gremio,13,0.41,359,0.78,22,0,5
7460,Ceara,8,0.59,508,0.83,9,0,4
7461,Fortaleza,14,0.48,451,0.81,13,1,5
7461,Atletico-MG,11,0.52,488,0.84,18,1,4
7462,Palmeiras,12,0.59,509,0.89,14,2,7
7462,Flamengo,11,0.41,379,0.81,15,1,4
7463,Atletico-GO,11,0.52,481,0.85,10,2,4
7463,Corinthians,8,0.48,444,0.82,10,2,5
7464,Fluminense,8,0.42,309,0.78,16,0,4
7464,Sao Paulo,8,0.58,417,0.83,16,3,5
7465,Sport,14,0.51,434,0.83,21,2,5
7465,Internacional,11,0.49,449,0.79,20,1,4
7466,Chapecoense,15,0.54,461,0.85,16,1,8
7466,Palmeiras,13,0.46,419,0.83,14,1,1
7467,Athletico-PR,27,0.6,479,0.86,18,0,9
7467,Juventude,15,0.4,341,0.82,7,0,3
7468,Atletico-MG,22,0.6,560,0.87,18,0,6
7468,Sport,7,0.4,367,0.82,13,3,4
7469,Bahia,13,0.41,372,0.74,16,0,4
7469,Bragantino,15,0.59,528,0.81,13,0,2
7470,Ceara,10,0.51,390,0.71,17,0,6
7470,Santos,7,0.49,390,0.73,13,0,4
7471,Internacional,18,0.59,497,0.88,12,2,8
7471,Fortaleza,11,0.41,358,0.86,15,1,4
7472,Sao Paulo,13,0.52,443,0.79,18,1,8
7472,Atletico-GO,11,0.48,410,0.77,11,1,6
7473,Corinthians,15,0.65,656,0.86,8,1,5
7473,America-MG,16,0.35,350,0.78,13,1,2
7474,Flamengo,9,0.62,534,0.85,16,2,2
7474,Gremio,11,0.38,330,0.73,17,0,4
7475,Cuiaba,7,0.59,476,0.85,15,1,1
7475,Fluminense,12,0.41,334,0.82,16,2,5
7451,Sao Paulo,6,0.59,452,0.78,17,4,8
7451,America-MG,9,0.41,322,0.76,18,5,3
7476,Ceara,24,0.59,485,0.79,8,1,8
7476,Chapecoense,9,0.41,339,0.76,18,1,5
7477,Corinthians,8,0.49,423,0.84,8,2,5
7477,Palmeiras,16,0.51,430,0.82,11,3,9
7478,Sao Paulo,7,0.49,495,0.82,14,0,3
7478,Atletico-MG,11,0.51,501,0.83,12,1,5
7479,America-MG,15,0.42,369,0.76,9,5,6
7479,Flamengo,9,0.58,505,0.84,12,2,6
7480,Internacional,12,0.58,503,0.8,19,0,8
7480,Bahia,15,0.42,347,0.73,15,0,7
7481,Fluminense,16,0.43,404,0.81,11,2,4
7481,Bragantino,7,0.57,521,0.86,19,0,2
7482,Juventude,6,0.37,325,0.77,15,2,2
7482,Santos,19,0.63,534,0.86,16,1,5
7483,Sport,18,0.57,452,0.82,19,2,3
7483,Fortaleza,15,0.43,363,0.76,14,0,3
7484,Athletico-PR,16,0.54,514,0.85,17,0,3
7484,Gremio,15,0.46,437,0.82,18,0,7
7485,Atletico-GO,16,0.57,395,0.75,10,1,8
7485,Cuiaba,6,0.43,312,0.72,16,2,4
7486,Cuiaba,14,0.53,368,0.79,13,0,4
7486,America-MG,9,0.47,322,0.78,20,2,3
7487,Fortaleza,14,0.68,466,0.87,14,4,10
7487,Atletico-GO,6,0.32,219,0.7,20,1,4
7488,Bragantino,15,0.38,349,0.82,10,1,6
7488,Corinthians,11,0.62,595,0.9,6,1,8
7489,Atletico-MG,10,0.57,490,0.86,16,2,7
7489,Internacional,6,0.43,371,0.78,15,1,6
7490,Flamengo,11,0.72,777,0.9,13,1,2
7490,Athletico-PR,9,0.28,295,0.77,14,2,3
7491,Chapecoense,6,0.37,345,0.72,11,1,7
7491,Sao Paulo,17,0.63,571,0.84,11,3,7
7492,Palmeiras,15,0.74,602,0.88,19,3,8
7492,Juventude,10,0.26,215,0.68,13,1,2
7493,Gremio,22,0.65,520,0.87,21,0,11
7493,Sport,9,0.35,293,0.76,18,0,2
7496,Corinthians,21,0.72,731,0.89,14,0,7
7496,Bahia,3,0.28,288,0.74,18,0,0
7497,Chapecoense,10,0.34,282,0.66,12,1,4
7497,Atletico-MG,16,0.66,551,0.85,17,3,11
7498,Atletico-GO,15,0.61,487,0.85,12,2,11
7498,Athletico-PR,12,0.39,324,0.82,16,1,7
7499,Sport,14,0.44,468,0.88,11,1,0
7499,Juventude,9,0.56,572,0.89,11,1,6
7500,Ceara,16,0.48,337,0.77,22,1,9
7500,Internacional,9,0.52,373,0.76,16,1,5
7501,Bragantino,13,0.42,324,0.76,13,1,10
7501,Flamengo,11,0.58,441,0.82,20,1,4
7502,Fluminense,8,0.54,461,0.82,13,1,5
7502,Fortaleza,10,0.46,403,0.79,16,0,4
7503,America-MG,27,0.61,436,0.85,14,1,8
7503,Palmeiras,14,0.39,301,0.7,17,2,5
7504,Gremio,20,0.63,571,0.84,15,0,7
7504,Cuiaba,5,0.37,360,0.68,10,1,3
7505,Sao Paulo,14,0.61,431,0.79,19,3,9
7505,Santos,6,0.39,300,0.7,13,2,3
7506,Fluminense,14,0.53,419,0.83,15,3,3
7506,Atletico-GO,11,0.47,389,0.81,17,1,6
7507,Atletico-MG,12,0.55,428,0.82,12,2,8
7507,Ceara,11,0.45,352,0.8,10,2,5
7508,Sport,11,0.33,340,0.81,14,1,7
7508,Corinthians,9,0.67,707,0.9,7,1,4
7509,Fortaleza,6,0.39,343,0.79,10,3,3
7509,Flamengo,13,0.61,522,0.88,17,0,5
7510,Athletico-PR,16,0.59,482,0.84,14,1,5
7510,Bahia,8,0.41,347,0.74,9,0,2
7511,Palmeiras,20,0.56,457,0.82,14,4,8
7511,Bragantino,12,0.44,379,0.81,15,0,3
7512,Juventude,14,0.59,428,0.8,24,0,3
7512,America-MG,10,0.41,303,0.73,26,0,4
7513,Internacional,15,0.51,434,0.83,16,1,7
7513,Chapecoense,10,0.49,422,0.81,14,1,7
7514,Santos,13,0.6,446,0.82,14,1,9
7514,Gremio,8,0.4,319,0.75,25,1,3
7515,Cuiaba,15,0.34,299,0.74,14,1,4
7515,Sao Paulo,9,0.66,568,0.87,16,0,2
7516,Bragantino,11,0.39,308,0.78,12,0,5
7516,Atletico-GO,5,0.61,483,0.85,13,0,4
7517,Bahia,17,0.52,375,0.83,22,3,14
7517,Palmeiras,9,0.48,374,0.83,13,1,5
7518,Atletico-MG,14,0.6,500,0.87,10,0,4
7518,Santos,5,0.4,336,0.8,13,1,2
7519,Chapecoense,20,0.37,313,0.71,17,3,5
7519,Athletico-PR,14,0.63,512,0.82,13,0,8
7520,Flamengo,14,0.64,553,0.87,17,0,6
7520,Juventude,10,0.36,311,0.81,14,1,6
7521,Fortaleza,22,0.47,393,0.8,13,0,10
7521,Gremio,13,0.53,439,0.82,17,2,4
7522,Corinthians,8,0.54,568,0.9,4,1,8
7522,Fluminense,13,0.46,503,0.89,9,0,3
7523,Internacional,10,0.49,355,0.74,21,2,4
7523,America-MG,10,0.51,370,0.71,23,1,6
7524,Sao Paulo,23,0.64,422,0.8,18,3,10
7524,Ceara,12,0.36,236,0.64,14,0,10
7525,Cuiaba,16,0.55,491,0.84,14,2,2
7525,Sport,13,0.45,394,0.83,8,1,5
7526,Chapecoense,8,0.37,291,0.72,20,2,3
7526,Fortaleza,14,0.63,498,0.83,12,4,3
7527,America-MG,15,0.55,382,0.75,12,3,8
7527,Bahia,13,0.45,320,0.69,22,2,7
7528,Athletico-PR,16,0.52,439,0.83,22,0,6
7528,Fluminense,6,0.48,420,0.83,15,1,1
7529,Palmeiras,16,0.53,449,0.88,13,4,5
7529,Internacional,14,0.47,423,0.83,21,0,6
7530,Ceara,23,0.59,458,0.79,13,2,11
7530,Bragantino,19,0.41,326,0.72,14,0,1
7531,Gremio,14,0.55,492,0.82,24,1,6
7531,Juventude,6,0.45,408,0.81,15,0,1
7532,Atletico-GO,9,0.36,335,0.77,8,1,3
7532,Atletico-MG,22,0.64,593,0.88,7,1,8
7533,Sport,14,0.46,385,0.77,14,0,8
7533,Santos,10,0.54,461,0.83,11,2,4
7534,Flamengo,16,0.71,691,0.86,12,1,12
7534,Cuiaba,2,0.29,303,0.67,7,2,2
7535,Sao Paulo,8,0.45,420,0.81,21,4,6
7535,Corinthians,10,0.55,500,0.86,8,2,5
7452,Ceara,14,0.47,368,0.82,19,2,7
7452,Palmeiras,12,0.53,427,0.83,11,3,6
7453,Internacional,9,0.42,353,0.77,18,1,1
7453,Bragantino,15,0.58,473,0.85,13,1,6
7536,Santos,14,0.49,431,0.8,10,1,3
7536,America-MG,16,0.51,441,0.82,12,3,5
7537,Juventude,26,0.63,496,0.87,15,0,9
7537,Ceara,4,0.37,294,0.72,20,2,3
7538,Fluminense,11,0.27,206,0.64,22,1,5
7538,Flamengo,16,0.73,543,0.84,16,1,7
7539,Fortaleza,16,0.54,442,0.84,13,0,4
7539,Athletico-PR,13,0.46,365,0.81,12,0,10
7540,Internacional,11,0.49,482,0.84,23,4,3
7540,Corinthians,13,0.51,514,0.83,11,1,2
7541,Atletico-MG,21,0.54,487,0.85,12,1,7
7541,Cuiaba,7,0.46,428,0.82,13,0,2
7542,Bragantino,16,0.44,357,0.8,14,1,3
7542,Sao Paulo,15,0.56,441,0.82,19,2,5
7543,Bahia,15,0.53,519,0.87,6,0,4
7543,Chapecoense,11,0.47,450,0.84,11,0,9
7544,Atletico-GO,11,0.46,360,0.79,11,0,3
7544,Gremio,19,0.54,404,0.84,17,1,11
7545,Palmeiras,37,0.65,472,0.84,10,1,23
7545,Sport,6,0.35,284,0.7,20,0,0
7494,Santos,11,0.44,385,0.76,18,0,2
7494,Fluminense,17,0.56,468,0.81,10,0,4
7495,Bahia,13,0.55,410,0.83,19,0,8
7495,Ceara,9,0.45,352,0.82,13,2,5
7546,Bragantino,16,0.45,387,0.82,17,0,8
7546,Sport,17,0.55,472,0.83,14,0,7
7556,Athletico-PR,29,0.67,584,0.83,11,0,8
7556,Santos,10,0.33,305,0.72,9,1,2
7557,Flamengo,8,0.37,269,0.7,22,1,2
7557,Atletico-MG,16,0.63,453,0.77,19,1,7
7558,Juventude,18,0.6,475,0.82,13,2,7
7558,Bahia,9,0.4,326,0.66,17,0,3
7559,America-MG,23,0.45,335,0.71,13,1,7
7559,Fortaleza,12,0.55,401,0.75,19,2,5
7560,Gremio,15,0.49,397,0.8,26,2,4
7560,Palmeiras,11,0.51,410,0.81,12,0,2
7561,Ceara,8,0.27,217,0.7,8,1,4
7561,Fluminense,17,0.73,546,0.88,7,3,7
7562,Sao Paulo,21,0.53,494,0.85,17,4,5
7562,Internacional,9,0.47,457,0.81,13,0,1
7563,Sport,22,0.49,403,0.84,15,2,6
7563,Atletico-GO,16,0.51,429,0.81,13,0,3
7564,Cuiaba,20,0.58,484,0.86,8,1,7
7564,Bragantino,13,0.42,363,0.83,16,1,2
7565,Corinthians,18,0.8,746,0.9,12,0,14
7565,Chapecoense,2,0.2,200,0.68,19,0,0
7305,Athletico-PR,21,0.58,407,0.79,8,3,7
7305,Flamengo,13,0.42,311,0.72,15,0,3
7454,Atletico-MG,15,0.53,445,0.82,10,2,1
7454,Gremio,14,0.47,388,0.82,14,2,8
7566,Cuiaba,16,0.57,480,0.86,13,3,6
7566,Chapecoense,7,0.43,385,0.81,15,0,2
7455,Flamengo,23,0.52,480,0.85,10,4,9
7455,Atletico-GO,10,0.48,443,0.8,15,2,7
7576,Corinthians,14,0.59,501,0.86,18,0,8
7576,Fortaleza,9,0.41,367,0.79,26,2,4
7577,Internacional,9,0.39,296,0.72,19,1,4
7577,Gremio,8,0.61,451,0.8,17,1,8
7578,Fluminense,21,0.62,534,0.85,11,2,5
7578,Sport,8,0.38,325,0.77,12,2,4
7579,Bragantino,11,0.59,452,0.82,16,1,5
7579,Athletico-PR,8,0.41,337,0.75,25,1,1
7580,Atletico-MG,18,0.57,479,0.81,21,1,9
7580,America-MG,16,0.43,372,0.79,10,2,1
7581,Santos,12,0.49,426,0.83,14,1,4
7581,Palmeiras,15,0.51,453,0.83,17,2,2
7582,Bahia,15,0.43,378,0.79,11,4,11
7582,Sao Paulo,8,0.57,521,0.85,18,4,6
7583,Ceara,16,0.49,333,0.78,15,2,8
7583,Cuiaba,7,0.51,347,0.76,13,4,4
7584,Chapecoense,14,0.4,302,0.69,14,3,7
7584,Flamengo,21,0.6,452,0.84,11,5,6
7567,Gremio,25,0.46,445,0.83,18,0,6
7567,Fluminense,11,0.54,513,0.84,9,1,0
7568,Athletico-PR,13,0.52,429,0.82,9,0,6
7568,Ceara,14,0.48,407,0.76,10,2,3
7569,Atletico-MG,11,0.46,434,0.87,20,1,8
7569,Corinthians,7,0.54,493,0.88,4,1,5
7570,Santos,11,0.42,361,0.78,11,3,5
7570,Bragantino,14,0.58,478,0.82,10,0,7
7571,Palmeiras,14,0.49,443,0.89,10,1,5
7571,Atletico-GO,10,0.51,442,0.88,13,0,8
7572,Fortaleza,15,0.4,333,0.77,15,5,6
7572,Sao Paulo,11,0.6,471,0.83,11,3,5
7573,Sport,11,0.41,346,0.76,11,0,6
7573,America-MG,14,0.59,497,0.82,14,1,9
7574,Juventude,14,0.46,416,0.86,19,1,2
7574,Internacional,14,0.54,483,0.85,15,0,3
7575,Flamengo,17,0.68,557,0.89,14,3,8
7575,Bahia,7,0.32,268,0.74,9,2,3
7586,Atletico-GO,9,0.66,423,0.75,13,2,14
7586,Santos,6,0.34,233,0.57,13,5,2
7587,America-MG,12,0.4,362,0.74,14,1,3
7587,Gremio,26,0.6,515,0.83,16,3,9
7588,Bragantino,11,0.44,356,0.79,25,1,2
7588,Fortaleza,13,0.56,437,0.84,12,2,5
7589,Internacional,16,0.47,380,0.81,17,4,5
7589,Athletico-PR,10,0.53,423,0.85,13,1,5
7590,Corinthians,12,0.55,536,0.88,15,1,4
7590,Cuiaba,9,0.45,444,0.85,9,3,5
7591,Sao Paulo,6,0.4,375,0.78,6,0,1
7591,Flamengo,15,0.6,549,0.88,9,2,3
7592,Fluminense,9,0.53,480,0.83,12,0,5
7592,Palmeiras,11,0.47,443,0.84,20,0,2
7593,Ceara,12,0.38,291,0.75,12,0,2
7593,Sport,21,0.62,472,0.84,17,1,6
7594,Chapecoense,12,0.55,473,0.89,15,2,6
7594,Juventude,10,0.45,408,0.83,17,0,3
7596,Athletico-PR,8,0.44,408,0.8,15,0,3
7596,Atletico-MG,9,0.56,520,0.85,14,1,6
7597,Gremio,25,0.53,451,0.82,15,2,11
7597,Bragantino,7,0.47,417,0.8,17,0,1
7598,America-MG,23,0.59,498,0.82,7,2,2
7598,Atletico-GO,14,0.41,353,0.73,14,1,5
7599,Santos,9,0.43,395,0.83,14,1,2
7599,Chapecoense,15,0.57,523,0.83,14,0,5
