partida_id,clube,chutes,chutes_no_alvo,posse_de_bola,precisao_passes,faltas,impedimentos,escanteios
6579,Corinthians,5,1,0.55,0.86,13,1,5
6580,Ceara,22,5,0.63,0.81,12,1,9
6580,Bahia,9,1,0.37,0.65,10,3,1
6581,Avai,11,1,0.37,0.65,17,1,4
6581,Sao Paulo,12,3,0.63,0.8,17,1,10
6582,CSA,21,5,0.39,0.84,20,3,8
6582,Botafogo-RJ,13,7,0.61,0.89,10,0,2
6583,Fluminense,18,6,0.64,0.88,14,1,5
6583,Flamengo,11,2,0.36,0.79,17,0,2
6584,Santos,24,5,0.59,0.87,12,0,4
6584,Atletico-MG,12,4,0.41,0.75,14,1,5
6585,Goias,17,7,0.51,0.8,14,0,6
6585,Chapecoense,12,2,0.49,0.81,17,0,6
6586,Botafogo-RJ,7,3,0.47,0.87,9,1,4
6586,Gremio,14,5,0.53,0.87,11,4,7
6587,Fortaleza,11,4,0.46,0.81,10,1,6
6587,Cruzeiro,12,4,0.54,0.86,15,2,5
6588,Internacional,14,7,0.45,0.83,11,0,3
6588,Bahia,19,2,0.55,0.86,7,0,3
6589,CSA,10,2,0.34,0.69,13,1,3
6589,Flamengo,24,11,0.66,0.85,10,2,12
6590,Santos,19,4,0.53,0.8,16,2,2
6590,Corinthians,2,0,0.47,0.76,13,1,3
6591,Vasco,18,11,0.53,0.82,14,2,5
6591,Ceara,8,1,0.47,0.8,15,3,1
6592,Chapecoense,15,4,0.35,0.78,12,1,5
6592,Fluminense,10,3,0.65,0.89,21,1,3
6593,Palmeiras,14,6,0.53,0.78,13,1,9
6593,Avai,8,2,0.47,0.81,18,1,1
6594,Atletico-MG,20,8,0.69,0.87,13,0,12
6594,Sao Paulo,9,3,0.31,0.75,17,0,5
6595,Goias,0,0,,,0,0,0
6595,Athletico-PR,0,0,,,0,0,0
6596,Gremio,11,6,0.71,0.88,18,2,4
6596,Vasco,10,5,0.29,0.71,12,1,6
6597,Fortaleza,14,6,0.4,0.83,15,0,5
6597,Avai,15,5,0.6,0.86,12,1,13
6598,Bahia,12,2,0.38,0.74,13,0,5
6598,Santos,17,6,0.62,0.84,11,1,7
6599,Sao Paulo,14,10,0.45,0.77,19,0,8
6599,Palmeiras,15,5,0.55,0.8,18,4,5
6600,Flamengo,30,16,0.74,0.89,8,0,11
6600,Goias,7,2,0.26,0.7,9,3,0
6601,Corinthians,27,8,0.67,0.88,2,1,16
6601,CSA,4,1,0.33,0.75,18,0,1
6602,Athletico-PR,17,6,0.61,0.85,15,2,6
6602,Internacional,12,4,0.39,0.78,16,3,2
6603,Cruzeiro,7,1,0.42,0.87,11,3,5
6603,Botafogo-RJ,8,1,0.58,0.88,8,0,3
6604,Chapecoense,15,3,0.38,0.7,20,2,5
6604,Atletico-MG,21,7,0.62,0.8,16,2,10
6605,Fluminense,23,7,0.71,0.87,11,1,14
6605,Ceara,9,5,0.29,0.72,15,2,5
6606,Vasco,16,5,0.44,0.83,25,4,3
6606,Fluminense,5,2,0.56,0.85,22,1,2
6607,Bahia,12,1,0.58,0.87,17,1,5
6607,Cruzeiro,12,5,0.42,0.79,8,2,5
6608,Ceara,9,4,0.42,0.77,26,1,3
6608,Palmeiras,21,6,0.58,0.83,13,1,9
6609,CSA,0,0,,,0,0,0
6609,Athletico-PR,0,0,,,0,0,0
6610,Internacional,11,4,0.42,0.79,13,0,1
6610,Gremio,10,3,0.58,0.82,14,0,2
6611,Botafogo-RJ,9,1,0.51,0.85,12,1,9
6611,Santos,13,4,0.49,0.84,14,1,2
6612,Atletico-MG,19,7,0.52,0.84,15,0,3
6612,Fortaleza,10,4,0.48,0.8,12,0,2
6613,Corinthians,14,3,0.44,0.79,20,2,4
6613,Flamengo,6,3,0.56,0.8,17,0,5
6614,Avai,15,3,0.62,0.81,16,1,5
6614,Goias,11,3,0.38,0.69,19,0,3
6615,Sao Paulo,19,6,0.49,0.79,29,0,5
6615,Chapecoense,8,2,0.51,0.82,19,3,3
6616,Palmeiras,15,4,0.55,0.85,22,1,3
6616,Vasco,6,1,0.45,0.77,22,0,4
6617,Cruzeiro,0,0,,,0,0,0
6617,Athletico-PR,0,0,,,0,0,0
6618,Fluminense,14,4,0.72,0.89,20,0,4
6618,Sao Paulo,13,5,0.28,0.78,14,0,2
6619,Internacional,11,5,0.55,0.82,11,1,6
6619,Ceara,9,2,0.45,0.75,12,0,6
6620,Chapecoense,16,4,0.47,0.76,16,0,10
6620,Bahia,16,7,0.53,0.74,15,1,5
6621,Flamengo,15,5,0.63,0.86,23,0,5
6621,Botafogo-RJ,12,3,0.37,0.76,16,3,4
6622,Santos,18,10,0.6,0.81,9,4,15
6622,Avai,11,4,0.4,0.73,13,0,4
6623,Goias,16,2,0.45,0.85,14,1,7
6623,Atletico-MG,11,0,0.55,0.87,9,3,4
6624,Fortaleza,14,3,0.48,0.87,18,2,1
6624,Corinthians,14,5,0.52,0.87,16,1,1
6625,CSA,10,2,0.4,0.82,13,0,2
6625,Gremio,15,0,0.6,0.85,13,2,6
6626,Ceara,11,4,0.35,0.62,14,4,8
6626,Fortaleza,11,4,0.65,0.81,16,2,4
6627,Fluminense,22,6,0.61,0.88,8,0,8
6627,Internacional,15,4,0.39,0.83,12,0,5
6628,Santos,19,10,0.62,0.84,15,4,6
6628,Goias,20,2,0.38,0.79,8,1,6
6629,Avai,30,4,0.6,0.85,12,3,16
6629,Botafogo-RJ,9,5,0.4,0.78,11,0,1
6630,Bahia,10,7,0.31,0.65,18,4,4
6630,Flamengo,13,1,0.69,0.82,14,2,7
6631,Corinthians,9,7,0.5,0.79,11,1,3
6631,Palmeiras,8,6,0.5,0.77,24,3,5
6632,Vasco,18,2,0.57,0.83,13,0,8
6632,CSA,12,2,0.43,0.72,14,1,5
6633,Atletico-MG,15,6,0.38,0.82,19,0,6
6633,Cruzeiro,14,4,0.62,0.88,13,2,6
6634,Gremio,23,9,0.69,0.88,17,3,11
6634,Chapecoense,9,4,0.31,0.71,16,0,3
6575,Corinthians,19,6,0.64,0.89,13,0,6
6575,Goias,11,3,0.36,0.79,11,4,5
6636,Ceara,8,5,0.39,0.79,20,4,2
6636,Chapecoense,14,3,0.61,0.83,11,1,4
6637,Sao Paulo,20,7,0.42,0.71,21,1,5
6637,Santos,14,3,0.58,0.76,15,1,2
6638,Flamengo,18,5,0.58,0.86,14,0,4
6638,Gremio,7,2,0.42,0.82,15,1,3
6639,Atletico-MG,19,9,0.41,0.8,14,4,3
6639,Fluminense,21,7,0.59,0.87,13,2,5
6640,Internacional,7,1,0.56,0.84,16,3,9
6640,Corinthians,8,1,0.44,0.78,8,0,3
6641,Palmeiras,17,9,0.41,0.78,15,1,8
6641,Bahia,7,4,0.59,0.84,19,1,3
6642,Avai,13,3,0.49,0.75,15,3,5
6642,Cruzeiro,14,6,0.51,0.77,15,2,1
6643,Botafogo-RJ,13,6,0.46,0.78,11,1,7
6643,Athletico-PR,17,8,0.54,0.8,12,0,7
6644,Goias,19,5,0.55,0.83,14,2,3
6644,Vasco,12,5,0.45,0.74,22,1,4
6645,CSA,16,5,0.52,0.87,19,3,2
6645,Fortaleza,6,3,0.48,0.85,13,4,3
6646,Corinthians,18,9,0.43,0.87,17,2,7
6646,Botafogo-RJ,8,3,0.57,0.89,13,2,2
6647,Fortaleza,15,4,0.55,0.87,14,0,7
6647,Internacional,7,2,0.45,0.84,14,4,0
6648,Vasco,11,6,0.42,0.82,12,0,7
6648,Flamengo,17,10,0.58,0.87,18,0,7
6649,Athletico-PR,0,0,,,0,0,0
6649,Atletico-MG,0,0,,,0,0,0
6650,Gremio,14,3,0.68,0.89,13,0,3
6650,Palmeiras,15,7,0.32,0.79,14,1,2
6651,Fluminense,33,12,0.68,0.91,7,1,7
6651,CSA,5,3,0.32,0.72,16,1,1
6652,Sao Paulo,12,6,0.59,0.82,12,4,5
6652,Ceara,10,5,0.41,0.72,16,0,11
6653,Bahia,14,3,0.47,0.81,7,1,6
6653,Goias,11,4,0.53,0.81,13,1,6
6654,Cruzeiro,21,10,0.66,0.92,16,1,8
6654,Santos,4,2,0.34,0.83,7,1,4
6655,Chapecoense,12,1,0.41,0.68,25,2,5
6655,Avai,5,0,0.59,0.77,15,2,3
6635,Athletico-PR,0,0,,,0,0,0
6635,Sao Paulo,0,0,,,0,0,0
6656,Atletico-MG,21,7,0.57,0.82,17,1,6
6656,Bahia,6,5,0.43,0.75,16,0,3
6657,Gremio,0,0,,,0,0,0
6657,Athletico-PR,0,0,,,0,0,0
6658,Goias,7,4,0.26,0.68,9,0,5
6658,Internacional,11,5,0.74,0.88,14,3,5
6659,Vasco,18,7,0.52,0.85,19,0,2
6659,Sao Paulo,3,1,0.48,0.83,16,2,1
6660,Santos,17,10,0.61,0.86,14,1,3
6660,Fortaleza,9,5,0.39,0.77,22,0,5
6661,Ceara,16,4,0.52,0.82,11,4,9
6661,Flamengo,10,5,0.48,0.8,14,3,2
6662,Avai,12,2,0.48,0.78,19,2,4
6662,Corinthians,8,4,0.52,0.78,15,2,2
6663,CSA,18,3,0.47,0.86,17,3,6
6663,Cruzeiro,13,6,0.53,0.86,14,1,4
6664,Botafogo-RJ,15,2,0.61,0.84,13,0,5
6664,Chapecoense,15,5,0.39,0.69,16,2,4
6666,Sao Paulo,19,4,0.55,0.81,10,0,5
6666,Gremio,7,3,0.45,0.79,9,0,5
6667,Bahia,15,7,0.67,0.84,15,0,8
6667,CSA,8,2,0.33,0.69,17,3,2
6668,Chapecoense,8,5,0.52,0.82,17,1,5
6668,Santos,12,4,0.48,0.8,19,3,5
6669,Athletico-PR,11,4,0.69,0.82,14,0,10
6669,Ceara,9,5,0.31,0.61,15,2,4
6670,Internacional,16,9,0.49,0.83,10,0,8
6670,Botafogo-RJ,17,7,0.51,0.85,6,1,1
6671,Flamengo,12,4,0.66,0.9,15,0,1
6671,Palmeiras,2,0,0.34,0.79,16,3,1
6672,Fortaleza,11,3,0.52,0.82,21,0,5
6672,Goias,7,2,0.48,0.81,14,4,3
6673,Cruzeiro,11,3,0.57,0.89,14,2,3
6673,Vasco,12,2,0.43,0.83,15,1,11
6674,Corinthians,14,5,0.45,0.86,9,0,10
6674,Atletico-MG,11,5,0.55,0.86,14,1,4
6675,Fluminense,26,10,0.61,0.88,14,0,12
6675,Avai,7,2,0.39,0.78,15,0,2
6676,Vasco,21,4,0.57,0.82,15,2,4
6676,Bahia,9,3,0.43,0.71,19,1,3
6677,Corinthians,13,2,0.61,0.86,9,2,5
6677,Ceara,12,6,0.39,0.81,10,2,8
6678,Avai,8,2,0.41,0.81,15,1,4
6678,Flamengo,9,5,0.59,0.86,9,1,8
6679,Fortaleza,18,8,0.46,0.86,13,2,5
6679,Fluminense,9,4,0.54,0.86,15,4,4
6680,Internacional,13,4,0.51,0.81,14,3,9
6680,Sao Paulo,9,4,0.49,0.77,16,1,2
6681,Goias,9,2,0.34,0.74,11,1,3
6681,Palmeiras,18,9,0.66,0.83,21,2,7
6682,Cruzeiro,19,8,0.52,0.91,11,0,7
6682,Gremio,12,4,0.48,0.91,10,0,2
6683,Santos,22,11,0.62,0.77,8,1,11
6683,Athletico-PR,9,4,0.38,0.68,15,1,3
6684,Botafogo-RJ,11,6,0.47,0.84,14,2,2
6684,Atletico-MG,18,6,0.53,0.88,14,4,8
6685,CSA,10,4,0.48,0.76,22,3,3
6685,Chapecoense,15,3,0.52,0.72,14,0,7
6665,Palmeiras,15,8,0.46,0.83,12,0,3
6665,Fluminense,12,1,0.54,0.87,11,2,7
6686,Flamengo,12,2,0.52,0.7,20,1,3
6686,Santos,6,0,0.48,0.74,24,3,1
6687,Chapecoense,19,7,0.56,0.81,14,0,7
6687,Vasco,15,8,0.44,0.77,22,1,5
6688,Palmeiras,13,3,0.58,0.86,20,1,4
6688,Cruzeiro,7,3,0.42,0.77,19,0,4
6689,Ceara,23,6,0.39,0.78,11,5,18
6689,Botafogo-RJ,3,0,0.61,0.87,5,0,0
6690,Athletico-PR,0,0,,,0,0,0
6690,Avai,0,0,,,0,0,0
6691,Atletico-MG,25,11,0.61,0.88,6,0,10
6691,Internacional,15,9,0.39,0.83,14,1,0
6692,Bahia,11,3,0.54,0.81,16,5,5
6692,Fortaleza,9,1,0.46,0.77,11,0,7
6693,Gremio,22,10,0.64,0.88,10,1,15
6693,Goias,12,4,0.36,0.84,10,0,4
6694,Fluminense,12,2,0.49,0.84,19,2,3
6694,Corinthians,13,3,0.51,0.88,12,1,6
6695,Sao Paulo,33,6,0.72,0.86,14,3,11
6695,CSA,7,2,0.28,0.57,16,1,3
6696,Botafogo-RJ,14,5,0.54,0.82,14,2,1
6696,Sao Paulo,17,7,0.46,0.76,23,2,11
6697,Cruzeiro,9,3,0.41,0.8,9,3,1
6697,Flamengo,13,5,0.59,0.85,14,0,4
6698,Corinthians,15,3,0.49,0.83,12,2,4
6698,Bahia,9,3,0.51,0.84,15,1,3
6699,Santos,18,5,0.58,0.82,13,0,9
6699,Gremio,12,6,0.42,0.74,15,0,2
6700,Internacional,14,3,0.64,0.84,12,3,8
6700,Chapecoense,8,2,0.36,0.71,19,0,3
6701,Fortaleza,12,1,0.43,0.78,16,1,5
6701,Palmeiras,14,3,0.57,0.83,11,4,5
6702,CSA,12,5,0.45,0.75,20,4,6
6702,Ceara,23,9,0.55,0.79,9,1,11
6703,Vasco,0,0,,,0,0,0
6703,Athletico-PR,0,0,,,0,0,0
6704,Goias,11,5,0.28,0.77,16,1,4
6704,Fluminense,8,2,0.72,0.87,10,1,8
6705,Avai,11,7,0.36,0.72,11,2,4
6705,Atletico-MG,14,4,0.64,0.82,14,1,10
6706,Ceara,19,8,0.46,0.75,18,1,8
6706,Cruzeiro,14,3,0.54,0.78,17,2,3
6707,Bahia,19,3,0.58,0.86,17,0,5
6707,Botafogo-RJ,3,1,0.42,0.8,9,1,1
6708,Flamengo,21,7,0.73,0.88,16,1,6
6708,Internacional,3,2,0.27,0.72,6,3,1
6709,Sao Paulo,13,4,0.73,0.83,21,4,10
6709,Goias,3,3,0.27,0.6,24,0,0
6710,Palmeiras,17,11,0.7,0.91,13,0,5
6710,CSA,11,4,0.3,0.82,13,0,2
6711,Fluminense,13,3,0.47,0.8,12,2,1
6711,Santos,19,7,0.53,0.83,15,1,5
6712,Gremio,11,8,0.52,0.89,18,0,6
6712,Avai,11,4,0.48,0.89,9,0,2
6713,Athletico-PR,20,9,0.66,0.89,11,0,11
6713,Fortaleza,11,3,0.34,0.79,8,1,7
6716,Flamengo,17,8,0.62,0.84,20,2,9
6716,Sao Paulo,8,1,0.38,0.73,27,3,2
6717,Corinthians,10,7,0.55,0.81,16,2,5
6717,Vasco,15,2,0.45,0.78,23,4,2
6718,Santos,12,5,0.63,0.87,13,1,10
6718,CSA,9,2,0.37,0.76,12,2,4
6719,Internacional,18,6,0.54,0.85,28,0,3
6719,Palmeiras,12,5,0.46,0.82,17,1,3
6720,Fluminense,12,5,0.47,0.85,17,0,2
6720,Gremio,15,4,0.53,0.87,9,1,6
6721,Athletico-PR,0,0,,,0,0,0
6721,Chapecoense,0,0,,,0,0,0
6722,Atletico-MG,25,6,0.62,0.85,13,0,5
6722,Ceara,8,1,0.38,0.73,12,1,8
6723,Avai,14,4,0.56,0.82,16,4,7
6723,Bahia,6,2,0.44,0.76,16,1,5
6724,Fortaleza,16,3,0.45,0.85,15,1,5
6724,Botafogo-RJ,6,2,0.55,0.84,12,1,1
6725,Goias,8,2,0.33,0.66,20,0,0
6725,Cruzeiro,11,1,0.67,0.83,19,2,9
6714,Atletico-MG,14,3,0.55,0.8,18,1,5
6714,Vasco,16,5,0.45,0.78,22,2,7
6715,Chapecoense,14,4,0.55,0.79,19,1,9
6715,Corinthians,12,2,0.45,0.75,15,2,7
6726,Vasco,16,2,0.42,0.73,15,1,8
6726,Santos,8,4,0.58,0.81,17,1,2
6727,Sao Paulo,19,8,0.62,0.89,15,0,9
6727,Fortaleza,7,2,0.38,0.8,14,0,3
6728,Gremio,18,4,0.65,0.88,12,3,10
6728,Corinthians,13,2,0.35,0.81,12,0,5
6729,Bahia,14,4,0.46,0.83,9,1,4
6729,Athletico-PR,13,5,0.54,0.83,14,1,4
6730,Cruzeiro,16,5,0.53,0.81,18,0,3
6730,Internacional,12,2,0.47,0.82,14,1,3
6731,Chapecoense,5,1,0.36,0.65,16,3,1
6731,Flamengo,24,5,0.64,0.82,20,2,8
6732,Ceara,23,5,0.58,0.85,7,2,15
6732,Goias,9,3,0.42,0.72,12,1,9
6733,Palmeiras,19,7,0.67,0.88,12,2,17
6733,Atletico-MG,11,5,0.33,0.72,20,1,2
6734,Botafogo-RJ,11,5,0.46,0.79,20,3,5
6734,Fluminense,12,5,0.54,0.86,20,3,2
6735,CSA,15,6,0.29,0.72,10,1,4
6735,Avai,17,1,0.71,0.88,11,1,8
6736,CSA,14,4,0.3,0.71,16,0,3
6736,Internacional,14,2,0.7,0.88,9,4,11
6737,Botafogo-RJ,12,7,0.43,0.76,29,2,5
6737,Goias,18,4,0.57,0.83,18,1,5
6738,Fortaleza,10,5,0.53,0.84,18,4,2
6738,Chapecoense,16,5,0.47,0.83,17,1,6
6739,Bahia,14,6,0.4,0.82,10,3,3
6739,Sao Paulo,8,2,0.6,0.86,15,2,5
6740,Gremio,11,4,0.69,0.9,11,1,4
6740,Ceara,10,5,0.31,0.76,19,1,4
6741,Cruzeiro,17,8,0.51,0.77,17,3,2
6741,Fluminense,9,0,0.49,0.8,18,0,5
6742,Santos,15,6,0.57,0.88,16,3,2
6742,Palmeiras,13,3,0.43,0.84,13,0,3
6743,Corinthians,0,0,,,0,0,0
6743,Athletico-PR,0,0,,,0,0,0
6744,Avai,16,2,0.56,0.83,18,0,7
6744,Vasco,12,4,0.44,0.78,11,1,6
6745,Flamengo,19,6,0.67,0.89,10,0,9
6745,Atletico-MG,5,2,0.33,0.72,9,1,2
6746,Goias,14,3,0.49,0.77,17,2,4
6746,CSA,8,2,0.51,0.78,21,1,2
6747,Fluminense,13,3,0.49,0.82,11,1,4
6747,Bahia,17,6,0.51,0.84,15,0,7
6748,Palmeiras,18,7,0.49,0.8,22,2,7
6748,Botafogo-RJ,6,0,0.51,0.82,13,0,2
6749,Internacional,13,1,0.46,0.81,16,8,9
6749,Santos,11,3,0.54,0.81,18,2,3
6750,Athletico-PR,0,0,,,0,0,0
6750,Flamengo,0,0,,,0,0,0
6751,Ceara,25,6,0.57,0.82,16,2,11
6751,Avai,13,5,0.43,0.76,16,3,0
6752,Vasco,16,5,0.59,0.8,14,1,10
6752,Fortaleza,7,2,0.41,0.78,19,1,3
6753,Sao Paulo,17,3,0.55,0.88,9,2,2
6753,Corinthians,3,2,0.45,0.85,10,0,1
6754,Atletico-MG,22,4,0.43,0.78,17,0,4
6754,Gremio,14,6,0.57,0.85,8,2,4
6755,Chapecoense,22,8,0.61,0.83,12,0,9
6755,Cruzeiro,18,6,0.39,0.78,13,0,7
6756,CSA,10,5,0.42,0.82,18,2,1
6756,Atletico-MG,21,7,0.58,0.84,13,0,7
6757,Gremio,18,6,0.63,0.9,13,1,10
6757,Bahia,13,6,0.37,0.81,15,0,6
6758,Fortaleza,6,3,0.3,0.69,8,2,4
6758,Flamengo,11,4,0.7,0.87,16,2,12
6759,Cruzeiro,11,2,0.4,0.8,18,3,4
6759,Sao Paulo,8,2,0.6,0.84,16,1,2
6760,Palmeiras,30,8,0.72,0.86,15,5,12
6760,Chapecoense,7,2,0.28,0.59,14,0,4
6761,Goias,20,4,0.44,0.76,10,2,5
6761,Corinthians,17,5,0.56,0.84,16,0,5
6762,Vasco,16,8,0.36,0.74,15,1,3
6762,Botafogo-RJ,10,3,0.64,0.83,11,2,7
6763,Avai,17,6,0.29,0.75,7,0,6
6763,Internacional,26,10,0.71,0.89,16,2,8
6764,Santos,16,4,0.68,0.84,15,3,5
6764,Ceara,11,3,0.32,0.69,11,2,7
6765,Fluminense,0,0,,,0,0,0
6765,Athletico-PR,0,0,,,0,0,0
6766,Fortaleza,10,5,0.4,0.8,13,1,1
6766,Gremio,13,4,0.6,0.88,17,0,8
6767,Corinthians,13,4,0.55,0.85,15,0,4
6767,Cruzeiro,14,5,0.45,0.75,18,0,4
6768,Internacional,19,7,0.71,0.88,14,2,12
6768,Vasco,9,3,0.29,0.73,12,0,3
6769,Sao Paulo,22,7,0.78,0.89,23,2,12
6769,Avai,6,1,0.22,0.62,11,1,0
6770,Atletico-MG,9,4,0.3,0.68,24,1,3
6770,Santos,11,1,0.7,0.83,14,1,7
6771,Flamengo,16,7,0.47,0.81,23,0,10
6771,Fluminense,10,4,0.53,0.86,13,1,7
6772,Chapecoense,12,4,0.49,0.81,23,1,6
6772,Goias,21,8,0.51,0.82,14,2,9
6773,Athletico-PR,14,6,0.53,0.79,23,0,2
6773,Palmeiras,8,2,0.47,0.8,11,4,1
6774,Bahia,12,4,0.48,0.77,14,4,6
6774,Ceara,13,6,0.52,0.77,11,1,17
6775,Botafogo-RJ,17,5,0.43,0.88,18,2,4
6775,CSA,8,3,0.57,0.87,16,2,3
6776,Corinthians,14,5,0.36,0.72,20,0,4
6776,Santos,19,3,0.64,0.82,12,5,3
6777,Ceara,17,4,0.64,0.84,11,3,11
6777,Vasco,8,3,0.36,0.75,14,0,3
6778,Bahia,13,5,0.56,0.78,16,1,6
6778,Internacional,17,6,0.44,0.79,11,2,4
6779,Fluminense,26,8,0.68,0.86,11,0,5
6779,Chapecoense,13,5,0.32,0.7,14,0,5
6780,Cruzeiro,0,0,,,0,0,0
6780,Fortaleza,0,0,,,0,0,0
6781,Athletico-PR,0,0,,,0,0,0
6781,Goias,0,0,,,0,0,0
6782,Gremio,21,10,0.53,0.86,13,1,5
6782,Botafogo-RJ,9,2,0.47,0.86,9,0,7
6783,Sao Paulo,16,6,0.61,0.85,9,3,6
6783,Atletico-MG,9,3,0.39,0.79,11,4,6
6784,Avai,11,6,0.37,0.65,18,0,6
6784,Palmeiras,16,4,0.63,0.82,17,2,5
6785,Flamengo,18,7,0.64,0.9,20,1,6
6785,CSA,7,4,0.36,0.82,13,5,2
6786,Palmeiras,19,8,0.31,0.75,12,1,6
6786,Sao Paulo,14,4,0.69,0.87,14,0,3
6787,Avai,11,3,0.51,0.83,20,0,3
6787,Fortaleza,11,6,0.49,0.81,10,0,4
6788,Atletico-MG,20,1,0.71,0.81,15,2,18
6788,Chapecoense,10,3,0.29,0.62,10,0,2
6789,Ceara,10,5,0.28,0.78,12,1,4
6789,Fluminense,21,4,0.72,0.87,8,2,10
6790,Vasco,16,1,0.43,0.8,9,0,10
6790,Gremio,9,4,0.57,0.83,13,0,4
6791,CSA,10,5,0.44,0.81,17,1,5
6791,Corinthians,12,2,0.56,0.85,10,2,3
6792,Santos,19,5,0.62,0.84,17,3,4
6792,Bahia,3,1,0.38,0.7,26,1,0
6793,Goias,18,4,0.37,0.7,18,4,3
6793,Flamengo,12,6,0.63,0.8,15,0,9
6794,Internacional,14,4,0.55,0.81,14,1,3
6794,Athletico-PR,10,3,0.45,0.78,22,0,5
6795,Botafogo-RJ,20,4,0.57,0.8,15,1,12
6795,Cruzeiro,6,3,0.43,0.69,15,1,4
6796,Fortaleza,18,6,0.59,0.85,18,1,7
6796,Atletico-MG,16,6,0.41,0.78,19,2,7
6797,Fluminense,20,4,0.67,0.87,7,2,8
6797,Vasco,12,1,0.33,0.76,12,1,3
6798,Palmeiras,9,2,0.56,0.88,14,2,7
6798,Ceara,13,5,0.44,0.86,19,2,5
6799,Chapecoense,27,8,0.38,0.85,19,0,6
6799,Sao Paulo,12,6,0.62,0.89,11,2,2
6800,Flamengo,16,5,0.69,0.88,12,1,8
6800,Corinthians,7,4,0.31,0.72,10,2,2
6801,Athletico-PR,0,0,,,0,0,0
6801,CSA,0,0,,,0,0,0
6802,Gremio,21,9,0.59,0.87,16,1,5
6802,Internacional,5,0,0.41,0.81,16,0,3
6803,Santos,23,12,0.63,0.83,16,1,9
6803,Botafogo-RJ,13,6,0.37,0.7,8,0,8
6804,Cruzeiro,17,5,0.64,0.89,16,4,3
6804,Bahia,13,3,0.36,0.77,11,3,5
6805,Goias,23,6,0.48,0.8,19,0,4
6805,Avai,12,4,0.52,0.81,19,0,3
6806,Corinthians,15,6,0.59,0.88,18,1,2
6806,Fortaleza,15,8,0.41,0.85,9,1,6
6807,Atletico-MG,26,11,0.53,0.8,15,4,10
6807,Goias,7,3,0.47,0.77,16,1,8
6808,Avai,13,4,0.47,0.76,19,0,8
6808,Santos,9,3,0.53,0.78,11,2,6
6809,Athletico-PR,0,0,,,0,0,0
6809,Cruzeiro,0,0,,,0,0,0
6810,Vasco,8,3,0.45,0.72,17,1,3
6810,Palmeiras,20,6,0.55,0.78,27,1,6
6811,Bahia,23,7,0.67,0.84,20,3,6
6811,Chapecoense,7,2,0.33,0.68,16,1,4
6812,Ceara,9,4,0.4,0.8,8,3,6
6812,Internacional,16,3,0.6,0.87,11,1,4
6813,Sao Paulo,21,4,0.57,0.89,6,0,2
6813,Fluminense,5,4,0.43,0.86,16,1,2
6814,Botafogo-RJ,6,2,0.29,0.57,16,0,1
6814,Flamengo,18,3,0.71,0.86,14,0,10
6815,Gremio,19,3,0.65,0.92,15,0,11
6815,CSA,9,3,0.35,0.86,16,1,3
6816,Goias,9,2,0.43,0.78,19,2,5
6816,Santos,17,11,0.57,0.82,16,3,4
6817,Palmeiras,21,7,0.46,0.78,12,3,9
6817,Corinthians,7,2,0.54,0.79,18,0,2
6818,Internacional,15,5,0.39,0.81,16,1,4
6818,Fluminense,14,5,0.61,0.86,9,0,3
6819,Cruzeiro,16,2,0.59,0.79,9,1,4
6819,Atletico-MG,17,0,0.41,0.76,12,0,8
6820,Sao Paulo,0,0,,,0,0,0
6820,Athletico-PR,0,0,,,0,0,0
6821,Flamengo,21,8,0.67,0.85,10,3,11
6821,Bahia,9,2,0.33,0.68,11,0,2
6822,Chapecoense,17,2,0.48,0.89,10,0,5
6822,Gremio,7,2,0.52,0.87,13,0,2
6823,Fortaleza,9,2,0.36,0.74,13,0,3
6823,Ceara,15,3,0.64,0.84,17,0,8
6824,CSA,20,5,0.59,0.86,17,4,5
6824,Vasco,8,6,0.41,0.82,18,0,3
6825,Botafogo-RJ,17,4,0.37,0.78,19,1,4
6825,Avai,17,5,0.63,0.85,16,1,4
6826,Flamengo,11,4,0.68,0.84,23,0,5
6826,Vasco,9,6,0.32,0.71,25,1,4
6836,Santos,16,3,0.41,0.77,14,0,3
6836,Sao Paulo,15,4,0.59,0.81,25,4,4
6837,Fluminense,15,4,0.54,0.82,15,0,1
6837,Atletico-MG,13,5,0.46,0.82,15,3,2
6838,Gremio,22,6,0.69,0.84,9,3,10
6838,Flamengo,9,5,0.31,0.68,15,0,0
6839,Bahia,15,5,0.45,0.84,17,1,2
6839,Palmeiras,22,5,0.55,0.87,16,0,4
6840,Chapecoense,12,5,0.4,0.8,13,0,6
6840,Ceara,15,6,0.6,0.85,15,2,5
6841,Athletico-PR,0,0,,,0,0,0
6841,Botafogo-RJ,0,0,,,0,0,0
6842,Corinthians,14,3,0.49,0.77,9,2,5
6842,Internacional,13,2,0.51,0.75,19,0,3
6843,Fortaleza,15,6,0.64,0.88,10,0,4
6843,CSA,8,2,0.36,0.81,20,1,3
6844,Vasco,9,3,0.47,0.78,22,3,3
6844,Goias,21,6,0.53,0.78,16,1,16
6845,Cruzeiro,16,3,0.73,0.86,14,0,17
6845,Avai,10,4,0.27,0.65,20,0,2
6827,Santos,25,11,0.57,0.83,16,4,10
6827,Cruzeiro,9,2,0.43,0.78,19,1,4
6828,Palmeiras,17,6,0.39,0.78,14,1,4
6828,Gremio,7,3,0.61,0.85,14,1,4
6829,Atletico-MG,0,0,,,0,0,0
6829,Athletico-PR,0,0,,,0,0,0
